class;term;comment
independent continuant;D'man, Morocco (Sheep);
independent continuant;Kaman, Philippines (Pig);
independent continuant;D'man, Iraq (Sheep);
independent continuant;Libtong, Philippines (Pig);
independent continuant;D'man, Algeria (Sheep);
independent continuant;Braford, Namibia (Cattle);
independent continuant;Quezon, Philippines (Pig);
independent continuant;Brahford, Philippines (Cattle);
independent continuant;New Guinea Native, Papua New Guinea (Pig);
independent continuant;Dala, Estonia (Sheep);
independent continuant;Braford, South Africa (Cattle);
independent continuant;Brahman, Angola (Cattle);
independent continuant;Brahman, Argentina (Cattle);
independent continuant;Brahman, Australia (Cattle);
independent continuant;Braford, Paraguay (Cattle);
independent continuant;Braford, Uruguay (Cattle);
independent continuant;Braford, United States of America (Cattle);
independent continuant;Braford, Samoa (Cattle);
independent continuant;Créole, Martinique (Sheep);
independent continuant;Slovak meat, Slovakia (Pig);
independent continuant;Slovenské čiernostrakaté, Slovakia (Pig);
independent continuant;Local pig, Suriname (Pig);
independent continuant;Biela mäsová, Slovakia (Pig);
independent continuant;improved white, Slovenia (Pig);
independent continuant;Domestic Meat Pig, Serbia (Pig);
independent continuant;Sumadija, Serbia (Pig);
independent continuant;Local, Sao Tome and Principe (Pig);
independent continuant;Moravka, Serbia (Pig);
independent continuant;Resavka, Serbia (Pig);
independent continuant;Native Pig, Solomon Islands (Pig);
independent continuant;Wild pig, Solomon Islands (Pig);
independent continuant;locale, Senegal (Pig);
independent continuant;Local crosses, Solomon Islands (Pig);
independent continuant;Criolla, El Salvador (Pig);
independent continuant;Canadian Landrace, Serbia (Pig);
independent continuant;Rostov, Russian Federation (Pig);
independent continuant;Indigène, Rwanda (Pig);
independent continuant;Prisheksninskaya, Russian Federation (Pig);
independent continuant;Rossoshanskaya chernopestraya corodnaya gruppa, Russian Federation (Pig);
independent continuant;Jinzhong, China (Sheep);
independent continuant;Coopworth, New Zealand (Sheep);
independent continuant;North-East China Finewool, China (Sheep);
independent continuant;Coopworth, Chile (Sheep);
independent continuant;Min-Xian Black Fur, China (Sheep);
independent continuant;Coopworth, Canada (Sheep);
independent continuant;Lanzhou Large-Tail, China (Sheep);
independent continuant;Coopworth, Australia (Sheep);
independent continuant;Kerkezi, China (Sheep);
independent continuant;Dansk Merino, Denmark (Sheep);
independent continuant;Taihang, China (Sheep);
independent continuant;Cormo, Australia (Sheep);
independent continuant;Small Tailed Han, China (Sheep);
independent continuant;Coopworth, United States of America (Sheep);
independent continuant;Sishui, China (Sheep);
independent continuant;Coopworth, Romania (Sheep);
independent continuant;Qinghai Semi-Finewool, China (Sheep);
independent continuant;Corriedale, Argentina (Sheep);
independent continuant;Cormo, United States of America (Sheep);
independent continuant;Tan, China (Sheep);
independent continuant;Blonde D`Aquitaine, Panama (Cattle);
independent continuant;Parthenaise, Netherlands (Cattle);
independent continuant;Blond d'Aquitaine, Poland (Cattle);
independent continuant;Pie Rouge des Plaines, France (Cattle);
independent continuant;Blonde d'Aquitaine, Portugal (Cattle);
independent continuant;Piemonteze, Albania (Cattle);
independent continuant;Blonde D'Aquitaine, Paraguay (Cattle);
independent continuant;Piamontesa, Argentina (Cattle);
independent continuant;Parthenaise, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Blond d'Aquitaine, Norway (Cattle);
independent continuant;Parthenaise, Ireland (Cattle);
independent continuant;Blonde D aquitaine, Zimbabwe (Cattle);
independent continuant;Blonde D'aquitaine, Slovakia (Cattle);
independent continuant;Piedmontese, Australia (Cattle);
independent continuant;Blonde d'Aquitaine, Sweden (Cattle);
independent continuant;Piemontese, Belgium (Cattle);
independent continuant;Light Aquitan, Ukraine (Cattle);
independent continuant;Piedmontese, Canada (Cattle);
independent continuant;Blonde D'Aquitaine, United States of America (Cattle);
independent continuant;Piamontés, Chile (Cattle);
independent continuant;Colmenareña, Spain (Sheep);
independent continuant;Gansu Alpine Finewool, China (Sheep);
independent continuant;Colbred, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Fat-tailed Han, China (Sheep);
independent continuant;Coburger Fuchs, Netherlands (Sheep);
independent continuant;Duolang, China (Sheep);
independent continuant;Diqing, China (Sheep);
independent continuant;Columbia, Peru (Sheep);
independent continuant;Hazakh, China (Sheep);
independent continuant;Columbia, Mexico (Sheep);
independent continuant;Hanzhong, China (Sheep);
independent continuant;Columbia, Canada (Sheep);
independent continuant;Guide Black Fur, China (Sheep);
independent continuant;Merynos barwny, Poland (Sheep);
independent continuant;Guangling Large-Tail, China (Sheep);
independent continuant;Comeback, Bhutan (Sheep);
independent continuant;Comeback, Australia (Sheep);
independent continuant;Hu, China (Sheep);
independent continuant;Columbia, United States of America (Sheep);
independent continuant;Hetian, China (Sheep);
independent continuant;Blonda de Aquitania, Spain (Cattle);
independent continuant;Rotvieh alter Angler Zuchtrichtung, Germany (Cattle);
independent continuant;Blonde d'Aquitaine, Estonia (Cattle);
independent continuant;Original Braunvieh, Austria (Cattle);
independent continuant;Blonde d'Aquitaine, Finland (Cattle);
independent continuant;Braunvieh alter Zuchtrichtung, Germany (Cattle);
independent continuant;Blonde d'Aquitaine, France (Cattle);
independent continuant;Original Schweizer Braunvieh, Switzerland (Cattle);
independent continuant;Ongole, India (Cattle);
independent continuant;Blonde d'Aquitaine, Luxembourg (Cattle);
independent continuant;Parthenaise, France (Cattle);
independent continuant;Blonde d'Aquitaine, Netherlands (Cattle);
independent continuant;Blonde d'Aquitaine, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Palmera, Spain (Cattle);
independent continuant;Blonde d'Aquitaine, Greece (Cattle);
independent continuant;Parthenaise, Belgium (Cattle);
independent continuant;Blonde D'Aquitain, Croatia (Cattle);
independent continuant;Parthenaise, Canada (Cattle);
independent continuant;Blonde d'aquitaine, Hungary (Cattle);
independent continuant;Parthenaise, Germany (Cattle);
independent continuant;Clun Forest, Belgium (Sheep);
independent continuant;Poll Dorset, Chile (Sheep);
independent continuant;Cikta, Hungary (Sheep);
independent continuant;Other sheep breeds, Chile (Sheep);
independent continuant;Other breeds, Chile (Sheep);
independent continuant;Clun Forest, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Bashibai, China (Sheep);
independent continuant;Clun Forest, France (Sheep);
independent continuant;Aohan Finewool, China (Sheep);
independent continuant;Clun Forest, Czechia (Sheep);
independent continuant;Altay Fat-Rumped, China (Sheep);
independent continuant;Clun Forest, Canada (Sheep);
independent continuant;Suffolk down, Chile (Sheep);
independent continuant;Coburger Fuchsschaf, Germany (Sheep);
independent continuant;Coburger Fuchsschaf, Austria (Sheep);
independent continuant;Chinese Karakul, China (Sheep);
independent continuant;Clun Forest, United States of America (Sheep);
independent continuant;Cele Black, China (Sheep);
independent continuant;Clun Forest, Netherlands (Sheep);
independent continuant;Bayinbuluke, China (Sheep);
independent continuant;Normande, United States of America (Cattle);
independent continuant;Blonde d'Aquitaine, Latvia (Cattle);
independent continuant;Noors Roodbont, Belgium (Cattle);
independent continuant;Blonde d'Aquitaine, Peru (Cattle);
independent continuant;Norweigan Red, Canada (Cattle);
independent continuant;Blonde d'Aquitaine, Argentina (Cattle);
independent continuant;Norwegian, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Plave akvitanske, Czechia (Cattle);
independent continuant;Peranakan Ongole, Indonesia (Cattle);
independent continuant;Blonde d'Aquitaine, Germany (Cattle);
independent continuant;Sumba Ongole, Indonesia (Cattle);
independent continuant;Blonde d'Aquitaine, Denmark (Cattle);
independent continuant;Blonde d'Aquitaine, Austria (Cattle);
independent continuant;Norwegian red, Myanmar (Cattle);
independent continuant;Blonde d'Aquitaine, Belgium (Cattle);
independent continuant;Noors Roodbont, Netherlands (Cattle);
independent continuant;Blonde d'Aquitaine, Brazil (Cattle);
independent continuant;Norwegian Red, United States of America (Cattle);
independent continuant;Blonde D'Aquitaine, Canada (Cattle);
independent continuant;Onkole, Cuba (Cattle);
independent continuant;Bangladeshi, Bangladesh (Cattle);
independent continuant;Dome, Chile (Sheep);
independent continuant;Cross breeds, Chile (Sheep);
independent continuant;Fisume, Chile (Sheep);
independent continuant;Fisu, Chile (Sheep);
independent continuant;Fimu, Chile (Sheep);
independent continuant;Fimes, Chile (Sheep);
independent continuant;Latxa, Chile (Sheep);
independent continuant;Highland, Chile (Sheep);
independent continuant;Hidalgo, Chile (Sheep);
independent continuant;Hampshire Down, Chile (Sheep);
independent continuant;Normande, Ireland (Cattle);
independent continuant;Bengali, India (Cattle);
independent continuant;Normande, Luxembourg (Cattle);
independent continuant;Betizu, Spain (Cattle);
independent continuant;Normande, Madagascar (Cattle);
independent continuant;Criollo araucana, Chile (Sheep);
independent continuant;Black-Motley, Kyrgyzstan (Cattle);
independent continuant;Normanda, Paraguay (Cattle);
independent continuant;Black-Motley, Tajikistan (Cattle);
independent continuant;Normande, Senegal (Cattle);
independent continuant;Blended Milking Shorthorn, Ireland (Cattle);
independent continuant;Normando, Uruguay (Cattle);
independent continuant;Bleue du Nord, France (Cattle);
independent continuant;Betizu, France (Cattle);
independent continuant;Normand, Mali (Cattle);
independent continuant;Bhagnari, Democratic Republic of the Congo (Cattle);
independent continuant;Normande, Netherlands (Cattle);
independent continuant;Bhagnari, Pakistan (Cattle);
independent continuant;Normande, Panama (Cattle);
independent continuant;Blaarkop, Belgium (Cattle);
independent continuant;Normando, Peru (Cattle);
independent continuant;Criollo, Panama (Pig);
independent continuant;Criollo, Ecuador (Sheep);
independent continuant;Border Leicester, Germany (Sheep);
independent continuant;Mulefoot, Panama (Pig);
independent continuant;Criolla Mora, Colombia (Sheep);
independent continuant;Blauköpfiges Fleischschaf, Germany (Sheep);
independent continuant;Criollo, Chile (Sheep);
independent continuant;Babydoll Southdown, Germany (Sheep);
independent continuant;Lincoln Red, New Zealand (Pig);
independent continuant;Criollo, Bolivia (Plurinational State of) (Sheep);
independent continuant;Ardennais Roux, Germany (Sheep);
independent continuant;Babcock, Philippines (Pig);
independent continuant;Créole, Haiti (Sheep);
independent continuant;Gotländisches Pelzschaf, Germany (Sheep);
independent continuant;Benguet, Philippines (Pig);
independent continuant;Creole, Guyana (Sheep);
independent continuant;Gotland Schaf, Germany (Sheep);
independent continuant;Criollo, Peru (Pig);
independent continuant;Criollo, Guatemala (Sheep);
independent continuant;Finnschaf, Germany (Sheep);
independent continuant;BT Black (BAI Tiaong Black), Philippines (Pig);
independent continuant;Créole, Guadeloupe (Sheep);
independent continuant;Braunes Haarschaf, Germany (Sheep);
independent continuant;Diani, Philippines (Pig);
independent continuant;Biskaya, Philippines (Pig);
independent continuant;Criollo, Mexico (Sheep);
independent continuant;Boran, Zambia (Cattle);
independent continuant;Cotswold, Philippines (Pig);
independent continuant;Creole, Saint Lucia (Sheep);
independent continuant;Gotländisches Wildschaf, Germany (Sheep);
independent continuant;Braford, Argentina (Cattle);
independent continuant;Australian Braford, Australia (Cattle);
independent continuant;Braford, Australia (Cattle);
independent continuant;Braford, Brazil (Cattle);
independent continuant;Boran, Zimbabwe (Cattle);
independent continuant;Borgou, Burkina Faso (Cattle);
independent continuant;Keteku, Nigeria (Cattle);
independent continuant;Borgou, Togo (Cattle);
independent continuant;Braford, Mexico (Cattle);
independent continuant;Alpines Steinschaf, Germany (Sheep);
independent continuant;Criollo, Nicaragua (Pig);
independent continuant;Corriedale, South Africa (Sheep);
independent continuant;Mouton indigène à longue patte, Democratic Republic of the Congo (Sheep);
independent continuant;Topigs A-lijn, Netherlands (Pig);
independent continuant;Corriedale, United States of America (Sheep);
independent continuant;Mouton indigène moyen à courte patte, Democratic Republic of the Congo (Sheep);
independent continuant;Corriedale, Uruguay (Sheep);
independent continuant;Baluba, Democratic Republic of the Congo (Sheep);
independent continuant;Bahu, Democratic Republic of the Congo (Sheep);
independent continuant;Bampudke, Nepal (Pig);
independent continuant;Contentin, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Cyprus Mouflon, Cyprus (Sheep);
independent continuant;Chwanche, Nepal (Pig);
independent continuant;Cotentin, France (Sheep);
independent continuant;Cyprus Fat-Tailed, Cyprus (Sheep);
independent continuant;Topigs B-lijn, Netherlands (Pig);
independent continuant;Corse, France (Sheep);
independent continuant;Primitif, Comoros (Sheep);
independent continuant;Topigs T-lijn, Netherlands (Pig);
independent continuant;Corriedale, Zimbabwe (Sheep);
independent continuant;Criollo Colombiano, Colombia (Sheep);
independent continuant;Pakhribas, Nepal (Pig);
independent continuant;Captain Cooker, New Zealand (Pig);
independent continuant;Cotswold, United States of America (Sheep);
independent continuant;Fayuen, Nepal (Pig);
independent continuant;Cotswold, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Vresova, Czechia (Sheep);
independent continuant;Hurrah, Nepal (Pig);
independent continuant;Cotswold, Canada (Sheep);
independent continuant;Bila alpska, Czechia (Sheep);
independent continuant;Boran, Namibia (Cattle);
independent continuant;Boran, Paraguay (Cattle);
independent continuant;Boran, Somalia (Cattle);
independent continuant;Boran, United Republic of Tanzania (Cattle);
independent continuant;Boran, Kenya (Cattle);
independent continuant;Boran, Mexico (Cattle);
independent continuant;Boran, Mozambique (Cattle);
independent continuant;Boran, Malawi (Cattle);
independent continuant;Boran, Uganda (Cattle);
independent continuant;Boran, South Africa (Cattle);
independent continuant;Corriedale, India (Sheep);
independent continuant;Xinji Fine-wool, China (Sheep);
independent continuant;Badaung Wet, Myanmar (Pig);
independent continuant;Corriedale, Guatemala (Sheep);
independent continuant;Weining, China (Sheep);
independent continuant;Wadi, China (Sheep);
independent continuant;Pacific Pig, Northern Mariana Islands (Pig);
independent continuant;Corriedale, Myanmar (Sheep);
independent continuant;Zhaotong, China (Sheep);
independent continuant;Landim, Mozambique (Pig);
independent continuant;Corriedale, Mexico (Sheep);
independent continuant;Yuxi Large-tailed, China (Sheep);
independent continuant;Bo Cake, Myanmar (Pig);
independent continuant;Corriedale, Republic of Korea (Sheep);
independent continuant;Yunna Semi-fine wool, China (Sheep);
independent continuant;Taung Pig, Myanmar (Pig);
independent continuant;Corriedale, Kenya (Sheep);
independent continuant;Xinjiang Finewool, China (Sheep);
independent continuant;Indigenous pig, Namibia (Pig);
independent continuant;Corriedale, United Republic of Tanzania (Sheep);
independent continuant;Topigs, Namibia (Pig);
independent continuant;Corriedale, Paraguay (Sheep);
independent continuant;Woila, Cameroon (Sheep);
independent continuant;Malawi, Malawi (Pig);
independent continuant;Corriedale, Peru (Sheep);
independent continuant;Le nain de l'Ouest africain, Cameroon (Sheep);
independent continuant;South China, Malaysia (Pig);
independent continuant;Corriedale, New Zealand (Sheep);
independent continuant;Kirdi Massa, Cameroon (Sheep);
independent continuant;Nigerian Native, Nigeria (Pig);
independent continuant;Bonsmara, Eswatini (Cattle);
independent continuant;Piémontaise, Niger (Cattle);
independent continuant;Bonsmara, Uruguay (Cattle);
independent continuant;Piemontese, Netherlands (Cattle);
independent continuant;Bonsmara, South Africa (Cattle);
independent continuant;Piemontese, Poland (Cattle);
independent continuant;Bonsmara, Zambia (Cattle);
independent continuant;Piedmontese, Paraguay (Cattle);
independent continuant;Piedmontese, Ireland (Cattle);
independent continuant;Bonsmara, Namibia (Cattle);
independent continuant;Piemontese, Italy (Cattle);
independent continuant;Bonsmara, Paraguay (Cattle);
independent continuant;Piemontez, Republic of Moldova (Cattle);
independent continuant;Bonsmara, Rwanda (Cattle);
independent continuant;Piedmontese, Mexico (Cattle);
independent continuant;Bonsmara, Zimbabwe (Cattle);
independent continuant;Piemontese, Slovakia (Cattle);
independent continuant;Boran, Australia (Cattle);
independent continuant;Piedmontese, Ukraine (Cattle);
independent continuant;Boran, Democratic Republic of the Congo (Cattle);
independent continuant;Corriedale, Australia (Sheep);
independent continuant;Tengchong, China (Sheep);
independent continuant;Tashikurgan, China (Sheep);
independent continuant;Porc local, Madagascar (Pig);
independent continuant;Corriedale, Chile (Sheep);
independent continuant;Tibetan-Shangu Type, China (Sheep);
independent continuant;Pacific, Maldives (Pig);
independent continuant;Corriedale, Canada (Sheep);
independent continuant;Tibetan-Sanjiang Type, China (Sheep);
independent continuant;Moldavian Meat Type, Republic of Moldova (Pig);
independent continuant;Corriedale, Brazil (Sheep);
independent continuant;Tibetan-Plateau Type, China (Sheep);
independent continuant;South Type, Republic of Moldova (Pig);
independent continuant;Corriedale, Bolivia (Plurinational State of) (Sheep);
independent continuant;Tibetan - Qinghai Black Tibetan, China (Sheep);
independent continuant;Pata de Mula, Mexico (Pig);
independent continuant;Corriedale, Ethiopia (Sheep);
independent continuant;Ujumqin, China (Sheep);
independent continuant;Djumajliska, North Macedonia (Pig);
independent continuant;Corriedale, Ecuador (Sheep);
independent continuant;Tong, China (Sheep);
independent continuant;Cerdo Coscate, Mexico (Pig);
independent continuant;Corriedale, Colombia (Sheep);
independent continuant;Tibetan-Yarlong Zanbu Type, China (Sheep);
independent continuant;Cuino, Mexico (Pig);
independent continuant;Corriedale, China (Sheep);
independent continuant;Tibetan-Tengchong Type, China (Sheep);
independent continuant;Race chinoise, Mali (Pig);
independent continuant;Somo, Mali (Pig);
independent continuant;Corriedale, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Bokolodji, Chad (Cattle);
independent continuant;Piemonteser, Germany (Cattle);
independent continuant;Bonsmara, Angola (Cattle);
independent continuant;Piemontese, Denmark (Cattle);
independent continuant;Bonsmara, Argentina (Cattle);
independent continuant;Piemontese, Estonia (Cattle);
independent continuant;Bonsmara, Australia (Cattle);
independent continuant;Piemontese, Finland (Cattle);
independent continuant;Piemontese, China (Cattle);
independent continuant;Blonde d'Aquitaine, Australia (Cattle);
independent continuant;Piemontese, Costa Rica (Cattle);
independent continuant;Bokolodji, Central African Republic (Cattle);
independent continuant;Piemontese, Czechia (Cattle);
independent continuant;Bonsmara, Brazil (Cattle);
independent continuant;Piémontaise, France (Cattle);
independent continuant;Bonsmara, Botswana (Cattle);
independent continuant;Piemontese, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Bonsmara, Democratic Republic of the Congo (Cattle);
independent continuant;Piemontes, Guatemala (Cattle);
independent continuant;Bonsmara, Mozambique (Cattle);
independent continuant;Krishna Valley, India (Cattle);
independent continuant;Kosali, India (Cattle);
independent continuant;Kumauni, India (Cattle);
independent continuant;Krishnagiri, India (Cattle);
independent continuant;Konkan Kapila, India (Cattle);
independent continuant;Kherigarh, India (Cattle);
independent continuant;Touareg, Mali (Cattle);
independent continuant;Maure, Mauritania (Cattle);
independent continuant;Droimfhionn, Ireland (Cattle);
independent continuant;Speckle Park, Ireland (Cattle);
independent continuant;Megruli Red, Georgia (Cattle);
independent continuant;Irish Blonde d'Aquitaine, Ireland (Cattle);
independent continuant;Milking Shorthorn, Peru (Cattle);
independent continuant;Sarabi, Iran (Islamic Republic of) (Cattle);
independent continuant;Milking Shorthorn, United States of America (Cattle);
independent continuant;Nejdi, Iran (Islamic Republic of) (Cattle);
independent continuant;Mirandesa, Sao Tome and Principe (Cattle);
independent continuant;Taleshi, Iran (Islamic Republic of) (Cattle);
independent continuant;Gayal, Bangladesh (Cattle);
independent continuant;Sistani, Iran (Islamic Republic of) (Cattle);
independent continuant;Menggu, China (Cattle);
independent continuant;Dashtiari, Iran (Islamic Republic of) (Cattle);
independent continuant;Milking Devon, Canada (Cattle);
independent continuant;Bami, Iran (Islamic Republic of) (Cattle);
independent continuant;Milking Devon, United States of America (Cattle);
independent continuant;Mazandarani, Iran (Islamic Republic of) (Cattle);
independent continuant;Milking Shorthorn, Canada (Cattle);
independent continuant;Golpayegani, Iran (Islamic Republic of) (Cattle);
independent continuant;Shahabadi, India (Cattle);
independent continuant;Sanchori, India (Cattle);
independent continuant;Shweta Kapila, India (Cattle);
independent continuant;Mashona, Mexico (Cattle);
independent continuant;Umblachery, India (Cattle);
independent continuant;Mashona, South Africa (Cattle);
independent continuant;Thutho, India (Cattle);
independent continuant;Mashona, Zimbabwe (Cattle);
independent continuant;Zosial, India (Cattle);
independent continuant;Maure, Mali (Cattle);
independent continuant;Vechur, India (Cattle);
independent continuant;Marchigiana, United States of America (Cattle);
independent continuant;Tarai, India (Cattle);
independent continuant;Marchigiana, South Africa (Cattle);
independent continuant;Son Valley, India (Cattle);
independent continuant;Marine Landaise, France (Cattle);
independent continuant;Thillari, India (Cattle);
independent continuant;Masai, Kenya (Cattle);
independent continuant;Taylor, India (Cattle);
independent continuant;Nari, India (Cattle);
independent continuant;Nakali, India (Cattle);
independent continuant;Nimari, India (Cattle);
independent continuant;Ramgarhi, India (Cattle);
independent continuant;Purnea, India (Cattle);
independent continuant;Red Kandhari, India (Cattle);
independent continuant;Rathi, India (Cattle);
independent continuant;Ponwar, India (Cattle);
independent continuant;PODA THURPU, India (Cattle);
independent continuant;Punganur, India (Cattle);
independent continuant;Pullikulam, India (Cattle);
independent continuant;Lakhimi, India (Cattle);
independent continuant;Ladakhi, India (Cattle);
independent continuant;Malvi, India (Cattle);
independent continuant;Malnad Gidda, India (Cattle);
independent continuant;Motu, India (Cattle);
independent continuant;Mhaswad, India (Cattle);
independent continuant;Nagori, India (Cattle);
independent continuant;Nagami, India (Cattle);
independent continuant;Mampati, India (Cattle);
independent continuant;Mewati, India (Cattle);
independent continuant;Manapari, India (Cattle);
independent continuant;Casertana, Italy (Pig);
independent continuant;North Country Cheviot, Netherlands (Sheep);
independent continuant;Cinta Senese, Italy (Pig);
independent continuant;Cheviot, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Icelandic, Iceland (Pig);
independent continuant;Cheviot, Ecuador (Sheep);
independent continuant;Apulo-Calabrese, Italy (Pig);
independent continuant;Cheviot, Colombia (Sheep);
independent continuant;Large White Italiana, Italy (Pig);
independent continuant;Mora Romagnola, Italy (Pig);
independent continuant;Chios, Albania (Sheep);
independent continuant;Duroc italiana, Italy (Pig);
independent continuant;Cheviot, United States of America (Sheep);
independent continuant;Landrace Italiano, Italy (Pig);
independent continuant;Sjeviot, Norway (Sheep);
independent continuant;Danish Landrace, Iceland (Pig);
independent continuant;North Country Cheviot, Canada (Sheep);
independent continuant;Hampshire, Iceland (Pig);
independent continuant;Border Cheviot, Canada (Sheep);
independent continuant;Cheviot, Australia (Sheep);
independent continuant;Niang Megha, India (Pig);
independent continuant;Charolais, Norway (Sheep);
independent continuant;Nicobari, India (Pig);
independent continuant;Charollais, Netherlands (Sheep);
independent continuant;Ghurrah, India (Pig);
independent continuant;Charolais, Mexico (Sheep);
independent continuant;Mali, India (Pig);
independent continuant;Charollais, Ireland (Sheep);
independent continuant;Zovawk, India (Pig);
independent continuant;šarole, Slovenia (Sheep);
independent continuant;Greyhound, Ireland (Pig);
independent continuant;Charollais, Slovakia (Sheep);
independent continuant;Purnea, India (Pig);
independent continuant;Charollais, Serbia (Sheep);
independent continuant;Tenyi Vo, India (Pig);
independent continuant;Charollaise, Poland (Sheep);
independent continuant;Belgisch Blauw, Netherlands (Cattle);
independent continuant;Belgian Blue, Panama (Cattle);
independent continuant;Berkshire, Iceland (Pig);
independent continuant;Azul Belga, Peru (Cattle);
independent continuant;Belmont Red, Australia (Cattle);
independent continuant;Belmont Red, Mexico (Cattle);
independent continuant;Belmont Red, Philippines (Cattle);
independent continuant;Belgian Blue, Paraguay (Cattle);
independent continuant;Belgian Blue, United States of America (Cattle);
independent continuant;Belgian Blue, South Africa (Cattle);
independent continuant;Belgisch Blauw Mixt, Netherlands (Cattle);
independent continuant;Charollais, Hungary (Sheep);
independent continuant;Ghungroo, India (Pig);
independent continuant;Charollais, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;babi-Batak, Indonesia (Pig);
independent continuant;Charolais, China (Sheep);
independent continuant;Cariri, Brazil (Sheep);
independent continuant;Agonda Goan, India (Pig);
independent continuant;Charollais Suisse, Switzerland (Sheep);
independent continuant;Stolacka, Bosnia and Herzegovina (Sheep);
independent continuant;Sumba, Indonesia (Pig);
independent continuant;Charollais, Canada (Sheep);
independent continuant;Privorska, Bosnia and Herzegovina (Sheep);
independent continuant;Tangerang, Indonesia (Pig);
independent continuant;Mutton Charollais, Bulgaria (Sheep);
independent continuant;Podveleska, Bosnia and Herzegovina (Sheep);
independent continuant;Boer, India (Pig);
independent continuant;Mouton charollais, France (Sheep);
independent continuant;Jakar, Bhutan (Sheep);
independent continuant;Deshi, India (Pig);
independent continuant;Charollais, Denmark (Sheep);
independent continuant;Black, Barbados (Sheep);
independent continuant;Andaman wild pigs, India (Pig);
independent continuant;Charollaisschaf, Germany (Sheep);
independent continuant;Pantaneiro, Brazil (Sheep);
independent continuant;Ankamali, India (Pig);
independent continuant;Charollais, Czechia (Sheep);
independent continuant;Crioula, Brazil (Sheep);
independent continuant;Belgicke modre, Czechia (Cattle);
independent continuant;Doom, India (Pig);
independent continuant;Weißblaue Belgier, Germany (Cattle);
independent continuant;Ghoongroo, India (Pig);
independent continuant;British Charolais, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Belgian Blue, Ireland (Cattle);
independent continuant;Belgian blue, Kenya (Cattle);
independent continuant;Belgian Blue, Latvia (Cattle);
independent continuant;Belgian Blue, Mexico (Cattle);
independent continuant;Belgisk Blåhvidt Kvæg, Denmark (Cattle);
independent continuant;Blanc Bleu, France (Cattle);
independent continuant;Belgian Blue, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Belgian White-Blue, Hungary (Cattle);
independent continuant;Charolais, Luxembourg (Sheep);
independent continuant;Kupreska, Bosnia and Herzegovina (Sheep);
independent continuant;Dubska, Bosnia and Herzegovina (Sheep);
independent continuant;Babi Hutan, Indonesia (Pig);
independent continuant;Charmoise, Germany (Sheep);
independent continuant;Tetevenska ovtsa, Bulgaria (Sheep);
independent continuant;Babi-rusa, Indonesia (Pig);
independent continuant;Chamarita, Spain (Sheep);
independent continuant;Svishtovska ovtsa, Bulgaria (Sheep);
independent continuant;Causse du Lot, Morocco (Sheep);
independent continuant;Strandzhanska ovtsa, Bulgaria (Sheep);
independent continuant;TOPIGS hybrid, Hungary (Pig);
independent continuant;Causses du Lot, France (Sheep);
independent continuant;Starozagorska ovtsa, Bulgaria (Sheep);
independent continuant;Jambi, Indonesia (Pig);
independent continuant;Charmoise, Ireland (Sheep);
independent continuant;Tom-Tom, Bahrain (Sheep);
independent continuant;Jawa, Indonesia (Pig);
independent continuant;Charmoise, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Zapadnostaroplaninska ovtsa, Bulgaria (Sheep);
independent continuant;Bali, Indonesia (Pig);
independent continuant;Charmoise, France (Sheep);
independent continuant;Vakla marishka ovtsa, Bulgaria (Sheep);
independent continuant;Celeng, Indonesia (Pig);
independent continuant;Charmoise, Spain (Sheep);
independent continuant;Trakiyska tankorunna poroda, Bulgaria (Sheep);
independent continuant;Sumatera, Indonesia (Pig);
independent continuant;Nias, Indonesia (Pig);
independent continuant;Charmoise, Netherlands (Sheep);
independent continuant;Beefmaster, South Africa (Cattle);
independent continuant;Sulawesi, Indonesia (Pig);
independent continuant;Charmoise, Mali (Sheep);
independent continuant;Bahama Native, Bahamas (Sheep);
independent continuant;Bleu Blanc Belge, Burkina Faso (Cattle);
independent continuant;Belgian Blue, Canada (Cattle);
independent continuant;Belga azul, Chile (Cattle);
independent continuant;Blanc-blue-beige, Chile (Cattle);
independent continuant;Beefmaster, Zimbabwe (Cattle);
independent continuant;Blanc Bleu Belge, Albania (Cattle);
independent continuant;Belgian Blue, Australia (Cattle);
independent continuant;Blanc-Bleu Belge, Belgium (Cattle);
independent continuant;Bleu Blanc Belge, Democratic Republic of the Congo (Cattle);
independent continuant;Staroplaninski tsigay, Bulgaria (Sheep);
independent continuant;Chernaya moldavskaya porodnaya gruppa, Republic of Moldova (Pig);
independent continuant;Estonian bacon, Republic of Moldova (Pig);
independent continuant;Native Lithuanian, Lithuania (Pig);
