class;term;comment
material entity;MSaaapapa nucleus;nucleus of pedigree MSaaapapa
material entity;ABarapapppa nucleus;nucleus of pedigree ABarapapppa
material entity;ABaraappapp nucleus;nucleus of pedigree ABaraappapp
material entity;ABaraaapapa nucleus;nucleus of pedigree ABaraaapapa
material entity;MSpapaaap nucleus;nucleus of pedigree MSpapaaap
material entity;ABalpaapapa nucleus;nucleus of pedigree ABalpaapapa
material entity;MSaaapapp nucleus;nucleus of pedigree MSaaapapp
material entity;MSpapaapp nucleus;nucleus of pedigree MSpapaapp
material entity;MSaapaapp nucleus;nucleus of pedigree MSaapaapp
material entity;MSaaaappp nucleus;nucleus of pedigree MSaaaappp
material entity;MSpapappa nucleus;nucleus of pedigree MSpapappa
material entity;MSaapappa nucleus;nucleus of pedigree MSaapappa
material entity;MSpaaappp nucleus;nucleus of pedigree MSpaaappp
material entity;MSaapaaap nucleus;nucleus of pedigree MSaapaaap
material entity;ABaraapppap nucleus;nucleus of pedigree ABaraapppap
material entity;ABaraapapap nucleus;nucleus of pedigree ABaraapapap
material entity;MSpaaappa nucleus;nucleus of pedigree MSpaaappa
material entity;MSaaaapap nucleus;nucleus of pedigree MSaaaapap
material entity;MSpaaapap nucleus;nucleus of pedigree MSpaaapap
material entity;MSpapaaaa nucleus;nucleus of pedigree MSpapaaaa
material entity;MSaapaaaa nucleus;nucleus of pedigree MSaapaaaa
material entity;ABaraaapapp nucleus;nucleus of pedigree ABaraaapapp
material entity;MSaaapaap nucleus;nucleus of pedigree MSaaapaap
material entity;MSpaaaapp nucleus;nucleus of pedigree MSpaaaapp
material entity;MSaaaaapp nucleus;nucleus of pedigree MSaaaaapp
material entity;Z4.paaapa nucleus;nucleus of pedigree Z4.paaapa
material entity;MSpaaaaaa nucleus;nucleus of pedigree MSpaaaaaa
material entity;Z4.paaap nucleus;nucleus of pedigree Z4.paaap
material entity;ABarapapppp nucleus;nucleus of pedigree ABarapapppp
material entity;Z4.paaaap nucleus;nucleus of pedigree Z4.paaaap
material entity;ABalpappppp nucleus;nucleus of pedigree ABalpappppp
material entity;Z4.paaaaa nucleus;nucleus of pedigree Z4.paaaaa
material entity;ABaraappppp nucleus;nucleus of pedigree ABaraappppp
material entity;Z4.paaaa nucleus;nucleus of pedigree Z4.paaaa
material entity;ABarapaappa nucleus;nucleus of pedigree ABarapaappa
material entity;Z4.paaa nucleus;nucleus of pedigree Z4.paaa
material entity;ABaraapappp nucleus;nucleus of pedigree ABaraapappp
material entity;Z4.paa nucleus;nucleus of pedigree Z4.paa
material entity;ABalpaapapp nucleus;nucleus of pedigree ABalpaapapp
material entity;Z4.pa nucleus;nucleus of pedigree Z4.pa
material entity;MSpaaaapa nucleus;nucleus of pedigree MSpaaaapa
material entity;Z4.p nucleus hermaphrodite;nucleus of pedigree Z4.p in hermaphrodite.
material entity;MSaaapaaa nucleus;nucleus of pedigree MSaaapaaa
material entity;ABarapaaaap nucleus;nucleus of pedigree ABarapaaaap
material entity;ABalpaaaaap nucleus;nucleus of pedigree ABalpaaaaap
material entity;ABaraappppa nucleus;nucleus of pedigree ABaraappppa
material entity;Z4.appp nucleus;nucleus of pedigree Z4.appp
material entity;ABarapaapaa nucleus;nucleus of pedigree ABarapaapaa
material entity;Z4.appappp nucleus;nucleus of pedigree Z4.appappp
material entity;ABaraapappa nucleus;nucleus of pedigree ABaraapappa
material entity;Z4.appappa nucleus;nucleus of pedigree Z4.appappa
material entity;ABalpaaapaa nucleus;nucleus of pedigree ABalpaaapaa
material entity;Z4.appapp nucleus;nucleus of pedigree Z4.appapp
material entity;ABaraappapa nucleus;nucleus of pedigree ABaraappapa
material entity;Z4.appapap nucleus;nucleus of pedigree Z4.appapap
material entity;ABaraapaapa nucleus;nucleus of pedigree ABaraapaapa
material entity;Z4.appapaa nucleus;nucleus of pedigree Z4.appapaa
material entity;ABarapaaapa nucleus;nucleus of pedigree ABarapaaapa
material entity;Z4.appapa nucleus;nucleus of pedigree Z4.appapa
material entity;Z4.appap nucleus;nucleus of pedigree Z4.appap
material entity;ABalpaaaapa nucleus;nucleus of pedigree ABalpaaaapa
material entity;ABaraaaaapp nucleus;nucleus of pedigree ABaraaaaapp
material entity;Z4.appaapppp nucleus;nucleus of pedigree Z4.appaapppp
material entity;ABaraaaaaap nucleus;nucleus of pedigree ABaraaaaaap
material entity;Z4.appaapppa nucleus;nucleus of pedigree Z4.appaapppa
material entity;ABaraappaap nucleus;nucleus of pedigree ABaraappaap
material entity;Z4.appaappp nucleus;nucleus of pedigree Z4.appaappp
material entity;ABaraapaaap nucleus;nucleus of pedigree ABaraapaaap
material entity;Z4.appaappap nucleus;nucleus of pedigree Z4.appaappap
material entity;MSpaapaaa nucleus;nucleus of pedigree MSpaapaaa
material entity;Z4.appaappaa nucleus;nucleus of pedigree Z4.appaappaa
material entity;M.vrpp nucleus;nucleus of pedigree M.vrpp
material entity;Z4.appaappa nucleus;nucleus of pedigree Z4.appaappa
material entity;M.vrpap nucleus;nucleus of pedigree M.vrpap
material entity;Z4.appaapp nucleus;nucleus of pedigree Z4.appaapp
material entity;M.vrpaappp nucleus;nucleus of pedigree M.vrpaappp
material entity;Z4.appaapapp nucleus;nucleus of pedigree Z4.appaapapp
material entity;M.vrpaappa nucleus;nucleus of pedigree M.vrpaappa
material entity;Z4.appaapapa nucleus;nucleus of pedigree Z4.appaapapa
material entity;Z4.appaapap nucleus;nucleus of pedigree Z4.appaapap
material entity;M.vrpaapp nucleus;nucleus of pedigree M.vrpaapp
material entity;M.vrpaapap nucleus;nucleus of pedigree M.vrpaapap
material entity;Z4.appaapaa nucleus;nucleus of pedigree Z4.appaapaa
material entity;M.vrpaapaa nucleus;nucleus of pedigree M.vrpaapaa
material entity;Z4.appaapa nucleus;nucleus of pedigree Z4.appaapa
material entity;M.vrpaapa nucleus;nucleus of pedigree M.vrpaapa
material entity;Z4.appaap nucleus;nucleus of pedigree Z4.appaap
material entity;M.vrpaap nucleus;nucleus of pedigree M.vrpaap
material entity;Z4.appaaap nucleus;nucleus of pedigree Z4.appaaap
material entity;M.vrpaaapp nucleus;nucleus of pedigree M.vrpaaapp
material entity;Z4.appaaaa nucleus;Nucleus of pedigree Z4.appaaaa.
material entity;M.vrpaaapa nucleus;nucleus of pedigree M.vrpaaapa
material entity;Z4.appaaa nucleus;nucleus of pedigree Z4.appaaa
material entity;M.vrpaaap nucleus;nucleus of pedigree M.vrpaaap
material entity;Z4.appaa nucleus;nucleus of pedigree Z4.appaa
material entity;M.vrpaaaap nucleus;nucleus of pedigree M.vrpaaaap
material entity;Z4.appa nucleus;nucleus of pedigree Z4.appa
material entity;M.vrpaaaaa nucleus;nucleus of pedigree M.vrpaaaaa
material entity;Z4.app nucleus;nucleus of pedigree Z4.app
material entity;Z4.apapppv nucleus;nucleus of pedigree Z4.apapppv
material entity;M.vrpaaaa nucleus;nucleus of pedigree M.vrpaaaa
material entity;M.vrpaaa nucleus;nucleus of pedigree M.vrpaaa
material entity;Z4.apapppd nucleus;nucleus of pedigree Z4.apapppd
material entity;M.vrpaa nucleus;nucleus of pedigree M.vrpaa
material entity;Z4.apappp nucleus;nucleus of pedigree Z4.apappp
material entity;M.vrpa nucleus;nucleus of pedigree M.vrpa
material entity;Z4.apappav nucleus;nucleus of pedigree Z4.apappav
material entity;M.vrp nucleus;nucleus of pedigree M.vrp
material entity;Z4.apappad nucleus;nucleus of pedigree Z4.apappad
material entity;M.vrap nucleus;nucleus of pedigree M.vrap
material entity;Z4.apappa nucleus;nucleus of pedigree Z4.apappa
material entity;M.vraa nucleus;nucleus of pedigree M.vraa
material entity;Z4.apapp nucleus;nucleus of pedigree Z4.apapp
material entity;M.vra nucleus;nucleus of pedigree M.vra
material entity;Z4.apapappp nucleus;nucleus of pedigree Z4.apapappp
material entity;M.vr nucleus;nucleus of pedigree M.vr
material entity;Z4.apapappa nucleus;nucleus of pedigree Z4.apapappa
material entity;M.vlpp nucleus;nucleus of pedigree M.vlpp
material entity;Z4.apapapp nucleus;nucleus of pedigree Z4.apapapp
material entity;Z4.apapapap nucleus;nucleus of pedigree Z4.apapapap
material entity;M.vlpap nucleus;nucleus of pedigree M.vlpap
material entity;M.vlpaappp nucleus;nucleus of pedigree M.vlpaappp
material entity;Z4.apapapaa nucleus;nucleus of pedigree Z4.apapapaa
material entity;M.vlpaappa nucleus;nucleus of pedigree M.vlpaappa
material entity;Z4.apapapa nucleus;nucleus of pedigree Z4.apapapa
material entity;M.vlpaapp nucleus;nucleus of pedigree M.vlpaapp
material entity;Z4.apapap nucleus;nucleus of pedigree Z4.apapap
material entity;M.vlpaapap nucleus;nucleus of pedigree M.vlpaapap
material entity;Z4.apapaapp nucleus;nucleus of pedigree Z4.apapaapp
material entity;M.vlpaapaa nucleus;nucleus of pedigree M.vlpaapaa
material entity;Z4.apapaapa nucleus;nucleus of pedigree Z4.apapaapa
material entity;M.vlpaapa nucleus;nucleus of pedigree M.vlpaapa
material entity;Z4.apapaap nucleus;nucleus of pedigree Z4.apapaap
material entity;M.vlpaap nucleus;nucleus of pedigree M.vlpaap
material entity;Z4.apapaaap nucleus;nucleus of pedigree Z4.apapaaap
material entity;M.vlpaaapp nucleus;nucleus of pedigree M.vlpaaapp
material entity;Z4.apapaaaa nucleus;nucleus of pedigree Z4.apapaaaa
material entity;M.vlpaaapa nucleus;nucleus of pedigree M.vlpaaapa
material entity;Z4.apapaaa nucleus;nucleus of pedigree Z4.apapaaa
material entity;Z4.apapaa nucleus;nucleus of pedigree Z4.apapaa
material entity;M.vlpaaaap nucleus;nucleus of pedigree M.vlpaaaap
material entity;Z4.apapa nucleus;nucleus of pedigree Z4.apapa
material entity;M.vlpaaaaa nucleus;nucleus of pedigree M.vlpaaaaa
material entity;Z4.apap nucleus;nucleus of pedigree Z4.apap
material entity;M.vlpaaaa nucleus;nucleus of pedigree M.vlpaaaa
material entity;Z4.apaapppp nucleus;nucleus of pedigree Z4.apaapppp
material entity;M.vlpaaa nucleus;nucleus of pedigree M.vlpaaa
material entity;Z4.apaapppa nucleus;nucleus of pedigree Z4.apaapppa
material entity;M.vlpaa nucleus;nucleus of pedigree M.vlpaa
material entity;Z4.apaappp nucleus;nucleus of pedigree Z4.apaappp
material entity;M.vlpa nucleus;nucleus of pedigree M.vlpa
material entity;Z4.apaappap nucleus;nucleus of pedigree Z4.apaappap
material entity;M.vlp nucleus;nucleus of pedigree M.vlp
material entity;Z4.apaappaa nucleus;nucleus of pedigree Z4.apaappaa
material entity;M.vlap nucleus;nucleus of pedigree M.vlap
material entity;Z4.apaappa nucleus;nucleus of pedigree Z4.apaappa
material entity;M.vlpaaap nucleus;nucleus of pedigree M.vlpaaap
material entity;M.vlaa nucleus;nucleus of pedigree M.vlaa
material entity;Z4.apaapp nucleus;nucleus of pedigree Z4.apaapp
material entity;Z4.apaapapp nucleus;nucleus of pedigree Z4.apaapapp
material entity;Z4.apaapap nucleus;nucleus of pedigree Z4.apaapap
material entity;Z4.apaapaap nucleus;nucleus of pedigree Z4.apaapaap
material entity;Z4.apaapaaa nucleus;nucleus of pedigree Z4.apaapaaa
material entity;Z4.apaapaa nucleus;nucleus of pedigree Z4.apaapaa
material entity;Z4.apaapa nucleus;nucleus of pedigree Z4.apaapa
material entity;Z4.apaap nucleus;nucleus of pedigree Z4.apaap
material entity;Z4.apaaapv nucleus;nucleus of pedigree Z4.apaaapv
material entity;Z4.apaaapd nucleus;nucleus of pedigree Z4.apaaapd
material entity;Z4.apaapapa nucleus;nucleus of pedigree Z4.apaapapa
material entity;Z4.apaaap nucleus;nucleus of pedigree Z4.apaaap
material entity;Z4.apaaaa nucleus;nucleus of pedigree Z4.apaaaa
material entity;Z4.apaaa nucleus;nucleus of pedigree Z4.apaaa
material entity;Z4.apaa nucleus;nucleus of pedigree Z4.apaa
material entity;Z4.apa nucleus;nucleus of pedigree Z4.apa
material entity;Z4.ap nucleus;nucleus of pedigree Z4.ap
material entity;Z4.aappppp (5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[p/r]p(5R)
material entity;Z4.aappppa (5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[p/r]a(5R)
material entity;Z4.aapppp(5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[p/r](5R)
material entity;Z4.apaaaav nucleus;nucleus of pedigree Z4.apaaaav
material entity;Z4.apaaaad nucleus;nucleus of pedigree Z4.apaaaad
material entity;Z4.aappp (5R) nucleus;nucleus of pedigree Z4.aap[p/r]p(5R)
material entity;Z4.aappapp (5R) nucleus;nucleus of pedigree Z4.aap[p/r]ap[p/v](5R)
material entity;Z4.aappapa (5R) nucleus;nucleus of pedigree Z4.aap[p/r]ap[a/d](5R)
material entity;Z4.aappap(5R) nucleus;nucleus of pedigree Z4.aap[p/r]ap(5R)
material entity;Z4.aappaap (5R) nucleus;nucleus of pedigree Z4.aap[p/r]aa[p/v](5R)
material entity;Z4.aappaaa (5R) nucleus;nucleus of pedigree Z4.aap[p/r]aa[a/d](5R)
material entity;Z4.aappaa(5R) nucleus;nucleus of pedigree Z4.aap[p/r]aa(5R)
material entity;Z4.aapppap (5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[a/l]p(5R)
material entity;Z4.aapppaa (5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[a/l]a(5R)
material entity;Z4.aapppa(5R) nucleus;nucleus of pedigree Z4.aap[p/r]p[a/l](5R)
independent continuant;ABplaaaaaap hermaphrodite;cell that is born in embryo, dies in hermaphrodite but counter part becomes CDMDL in male.
independent continuant;ABplpaapapp hermaphrodite;cell that is born in embryo, dies in hermaphrodite, but counterpart becomes CEMVL in male.
independent continuant;ABprpaapapp hermaphrodite;cell that is born in embryo, dies in hermaphrodite, but counterpart becomes CEMVR in male.
independent continuant;ABarpapaaap hermaphrodite;cell born in embryo that dies in hermaphrodite but counterpart becomes CEMDR in male.
independent continuant;AVFL nucleus;nucleus of cell AVFL.
independent continuant;AVFR nucleus;nucleus of cell AVFR.
material entity;M.draa nucleus;nucleus of pedigree M.draa
material entity;M.dra nucleus;nucleus of pedigree M.dra
material entity;M.dr nucleus;nucleus of pedigree M.dr
material entity;M.vla nucleus;nucleus of pedigree M.vla
material entity;M.vl nucleus;nucleus of pedigree M.vl
material entity;M.v nucleus;nucleus of pedigree M.v
material entity;M.drpp nucleus;nucleus of pedigree M.drpp
material entity;M.drpa nucleus;nucleus of pedigree M.drpa
material entity;M.drp nucleus;nucleus of pedigree M.drp
material entity;M.drap nucleus;nucleus of pedigree M.drap
material entity;MSapaapp nucleus;nucleus of pedigree MSapaapp
material entity;ABprpppaapap nucleus;nucleus of pedigree ABprpppaapap
material entity;M.dlpp nucleus;nucleus of pedigree M.dlpp
material entity;M.dlpa nucleus;nucleus of pedigree M.dlpa
material entity;M.dlp nucleus;nucleus of pedigree M.dlp
material entity;M.dlap nucleus;nucleus of pedigree M.dlap
material entity;M.dlaa nucleus;nucleus of pedigree M.dlaa
material entity;M.dla nucleus;nucleus of pedigree M.dla
material entity;M.dl nucleus;nucleus of pedigree M.dl
material entity;M.d nucleus;nucleus of pedigree M.d
material entity;ABplpppaapap nucleus;nucleus of pedigree ABplpppaapap
material entity;E.prppap nucleus;nucleus of pedigree E.prppap
material entity;ABplpapppap nucleus;nucleus of pedigree ABplpapppap
material entity;ABplpapppaa nucleus;nucleus of pedigree ABplpapppaa
material entity;E.prpppp nucleus;nucleus of pedigree E.prpppp
material entity;E.prpppa nucleus;nucleus of pedigree E.prpppa
material entity;Eprppp nucleus;nucleus of pedigree Eprppp
material entity;E.plpppp nucleus;nucleus of pedigree E.plpppp
material entity;E.plpppa nucleus;nucleus of pedigree E.plpppa
material entity;Eplppp nucleus;nucleus of pedigree Eplppp
material entity;E.prppaa nucleus;nucleus of pedigree E.prppaa
material entity;Eprppa nucleus;nucleus of pedigree Eprppa
material entity;Z4.aappa (5R) nucleus;nucleus of pedigree Z4.aap[p/r]a(5R)
material entity;Z4.aapapa(5R) nucleus;nucleus of pedigree Z4.aap[a/l]pa(5R)
material entity;E.plppap nucleus;nucleus of pedigree E.plppap
material entity;Z4.aapp(5R) nucleus;nucleus of pedigree Z4.aap[p/r](5R)
material entity;E.plppaa nucleus;nucleus of pedigree E.plppaa
material entity;Eplppa nucleus;nucleus of pedigree Eplppa
material entity;Z4.aapappp (5R) nucleus;nucleus of pedigree Z4.aap[a/l]pp[p/v](5R)
material entity;E.prpap nucleus;nucleus of pedigree E.prpap
material entity;Z4.aapappa (5R) nucleus;nucleus of pedigree Z4.aap[a/l]pp[a/d](5R)
material entity;E.prpaa nucleus;nucleus of pedigree E.prpaa
material entity;Z4.aapapp(5R) nucleus;nucleus of pedigree Z4.aap[a/l]pp(5R)
material entity;Eprpa nucleus;nucleus of pedigree Eprpa
material entity;E.plpap nucleus;nucleus of pedigree E.plpap
material entity;Z4.aapapap (5R) nucleus;nucleus of pedigree Z4.aap[a/l]pa[p/v](5R)
material entity;E.plpaa nucleus;nucleus of pedigree E.plpaa
material entity;Z4.aapapaa (5R) nucleus;nucleus of pedigree Z4.aap[a/l]pa[a/d](5R)
material entity;Eplpa nucleus;nucleus of pedigree Eplpa
material entity;E.prapp nucleus;nucleus of pedigree E.prapp
material entity;Z4.aapap (5R) nucleus;nucleus of pedigree Z4.aap[a/l]p(5R)
material entity;E.prapa nucleus;nucleus of pedigree E.prapa
material entity;Z4.aapaav (5R) nucleus;nucleus of pedigree Z4.aap[a/l]av(5R)
material entity;Eprap nucleus;nucleus of pedigree Eprap
material entity;Z4.aapaad (5R) nucleus;nucleus of pedigree Z4.aap[a/l]ad(5R)
material entity;E.plapp nucleus;nucleus of pedigree E.plapp
material entity;Z4.aapaa (5R) nucleus;nucleus of pedigree Z4.aap[a/l]a(5R)
material entity;E.plapa nucleus;nucleus of pedigree E.plapa
material entity;Z4.aapa(5R) nucleus;nucleus of pedigree Z4.aap[a/l](5R)
material entity;Eplap nucleus;nucleus of pedigree Eplap
material entity;Z4.aap (5R) nucleus;nucleus of pedigree Z4.aap(5R)
material entity;E.arppp nucleus;nucleus of pedigree E.arppp
material entity;Z4.aaappv (5R) nucleus;nucleus of pedigree Z4.aaappv(5R)
material entity;E.arppa nucleus;nucleus of pedigree E.arppa
material entity;Z4.aaappd (5R) nucleus;nucleus of pedigree Z4.aaappd(5R)
material entity;Earpp nucleus;nucleus of pedigree Earpp
material entity;Z4.aaapp (5R) nucleus;nucleus of pedigree Z4.aaapp(5R)
material entity;Z4.aaapav (5R) nucleus;nucleus of pedigree Z4.aaapav(5R)
material entity;E.alppp nucleus;nucleus of pedigree E.alppp
material entity;E.alppa nucleus;nucleus of pedigree E.alppa
material entity;Z4.aaapad (5R) nucleus;nucleus of pedigree Z4.aaapad(5R)
material entity;Ealpp nucleus;nucleus of pedigree Ealpp
material entity;Z4.aaapa (5R) nucleus;nucleus of pedigree Z4.aaapa(5R)
material entity;E.plaap nucleus;nucleus of pedigree E.plaap
material entity;Z4.aaap(5R) nucleus;nucleus of pedigree Z4.aaap(5R)
material entity;E.plaaa nucleus;nucleus of pedigree E.plaaa
material entity;Z4.aaaapv (5R) nucleus;nucleus of pedigree Z4.aaaapv(5R)
material entity;Eplaa nucleus;nucleus of pedigree Eplaa
material entity;Z4.aaaapd (5R) nucleus;nucleus of pedigree Z4.aaaapd(5R)
material entity;E.praap nucleus;nucleus of pedigree E.praap
material entity;Z4.aaaap (5R) nucleus;nucleus of pedigree Z4.aaaap(5R)
material entity;E.praaa nucleus;nucleus of pedigree E.praaa
material entity;Z4.aaaaapp (5R) nucleus;nucleus of pedigree Z4.aaaaap[p/d](5R)
material entity;Epraa nucleus;nucleus of pedigree Epraa
material entity;Z4.aaaaapa (5R) nucleus;nucleus of pedigree Z4.aaaaap[a/v](5R)
material entity;E.alapp nucleus;nucleus of pedigree E.alapp
material entity;Z4.aaaaap(5R) nucleus;nucleus of pedigree Z4.aaaaap(5R)
material entity;Z4.aaaaaap (5R) nucleus;nucleus of pedigree Z4.aaaaaa[p/d](5R)
material entity;E.alapa nucleus;nucleus of pedigree E.alapa
material entity;Ealap nucleus;nucleus of pedigree Ealap
material entity;Z4.aaaaaaa (5R) nucleus;nucleus of pedigree Z4.aaaaaa[a/v](5R)
material entity;E.arapp nucleus;nucleus of pedigree E.arapp
material entity;Z4.aaaaaa(5R) nucleus;nucleus of pedigree Z4.aaaaaa(5R)
material entity;E.arapa nucleus;nucleus of pedigree E.arapa
material entity;Z4.aaaaa (5R) nucleus;nucleus of pedigree Z4.aaaaa(5R)
material entity;Earap nucleus;nucleus of pedigree Earap
material entity;Z4.aaaa(5R) nucleus;nucleus of pedigree Z4.aaaa(5R)
material entity;Ealpa nucleus;nucleus of pedigree Ealpa
material entity;Z4.aaa (5R) nucleus;nucleus of pedigree Z4.aaa(5R)
material entity;Earpa nucleus;nucleus of pedigree Earpa
material entity;Z4.aa nucleus;nucleus of pedigree Z4.aa
material entity;Earaav nucleus;nucleus of pedigree Earaav
material entity;Z4.a nucleus;nucleus of pedigree Z4.a
material entity;Ealaav nucleus;nucleus of pedigree Ealaav
material entity;MSappaap nucleus;nucleus of pedigree MSappaap
material entity;Earaad nucleus;nucleus of pedigree Earaad
material entity;Psub4.a nucleus;nucleus of pedigree Psub4.a
material entity;Psub4.p nucleus;nucleus of pedigree Psub4.p
material entity;Ealaad nucleus;nucleus of pedigree Ealaad
material entity;ABarapppapp nucleus;nucleus of pedigree ABarapppapp
material entity;Z1.ppppppp (5L) nucleus;nucleus of pedigree Z1.ppppppp(5L)
material entity;ABalppapapp nucleus;nucleus of pedigree ABalppapapp
material entity;Z1.ppppppa (5L) nucleus;nucleus of pedigree Z1.ppppppa(5L)
material entity;ABalaaapprr nucleus;nucleus of pedigree ABalaaapprr
material entity;Z1.pppppp(5L) nucleus;nucleus of pedigree Z1.pppppp(5L)
material entity;ABalaaapall nucleus;nucleus of pedigree ABalaaapall
material entity;Z1.pppppap (5L) nucleus;nucleus of pedigree Z1.pppppap(5L)
material entity;ABpraapaaap nucleus;nucleus of pedigree ABpraapaaap
material entity;Z1.pppppaa (5L) nucleus;nucleus of pedigree Z1.pppppaa(5L)
material entity;ABplaapaaap nucleus;nucleus of pedigree ABplaapaaap
material entity;Z1.pppppa (5L) nucleus;nucleus of pedigree Z1.pppppa(5L)
material entity;ABarapppaap nucleus;nucleus of pedigree ABarapppaap
material entity;Z1.ppppp (5L) nucleus;nucleus of pedigree Z1.ppppp(5L)
material entity;ABalppapaap nucleus;nucleus of pedigree ABalppapaap
material entity;Z1.ppppav (5L) nucleus;nucleus of pedigree Z1.ppppav(5L)
material entity;ABalaapaapp nucleus;nucleus of pedigree ABalaapaapp
material entity;Z1.ppppad (5L) nucleus;nucleus of pedigree Z1.ppppad(5L)
material entity;Z1.ppppa(5L) nucleus;nucleus of pedigree Z1.ppppa(5L)
material entity;ABalaaaalpp nucleus;nucleus of pedigree ABalaaaalpp
material entity;ABalaaappll nucleus;nucleus of pedigree ABalaaappll
material entity;Z1.pppp(5L) nucleus;nucleus of pedigree Z1.pppp(5L)
material entity;ABalaaaparr nucleus;nucleus of pedigree ABalaaaparr
material entity;Z1.pppapv (5L) nucleus;nucleus of pedigree Z1.pppapv(5L)
material entity;ABarapppppp nucleus;nucleus of pedigree ABarapppppp
material entity;Z1.pppapd (5L) nucleus;nucleus of pedigree Z1.pppapd(5L)
material entity;ABalppapppp nucleus;nucleus of pedigree ABalppapppp
material entity;Z1.pppap (5L) nucleus;nucleus of pedigree Z1.pppap(5L)
material entity;ABalaappppp nucleus;nucleus of pedigree ABalaappppp
material entity;Z1.pppaav (5L) nucleus;nucleus of pedigree Z1.pppaav(5L)
material entity;ABalapaappp nucleus;nucleus of pedigree ABalapaappp
material entity;ABalappppap nucleus;nucleus of pedigree ABalappppap
material entity;Z1.pppaad (5L) nucleus;nucleus of pedigree Z1.pppaad(5L)
material entity;ABalapappap nucleus;nucleus of pedigree ABalapappap
material entity;ABarapppppaa nucleus;nucleus of pedigree ABarapppppaa
material entity;Z1.pppaa (5L) nucleus;nucleus of pedigree Z1.pppaa(5L)
material entity;ABalppapppaa nucleus;nucleus of pedigree ABalppapppaa
material entity;ABalaappppaa nucleus;nucleus of pedigree ABalaappppaa
material entity;Z1.pppa(5L) nucleus;nucleus of pedigree Z1.pppa(5L)
material entity;ABalapaappaa nucleus;nucleus of pedigree ABalapaappaa
material entity;Z1.ppp (5L) nucleus;nucleus of pedigree Z1.ppp(5L)
material entity;ABalappppaaa nucleus;nucleus of pedigree ABalappppaaa
material entity;Z1.ppappv (5L) nucleus;nucleus of pedigree Z1.ppappv(5L)
material entity;ABalapappaaa nucleus;nucleus of pedigree ABalapappaaa
material entity;Z1.ppappd (5L) nucleus;nucleus of pedigree Z1.ppappd(5L)
material entity;MSpaaapaa nucleus;nucleus of pedigree MSpaaapaa
material entity;Z1.ppapp (5L) nucleus;nucleus of pedigree Z1.ppapp(5L)
material entity;ABarapapapp nucleus;nucleus of pedigree ABarapapapp
material entity;MSaaaapaa nucleus;nucleus of pedigree MSaaaapaa
material entity;Z1.ppapapp (5L) nucleus;nucleus of pedigree Z1.ppapapp(5L)
material entity;MSaaaaapaa nucleus;nucleus of pedigree MSaaaaapaa
material entity;Z1.ppapapa (5L) nucleus;nucleus of pedigree Z1.ppapapa(5L)
material entity;ABarapapaapa nucleus;nucleus of pedigree ABarapapaapa
material entity;Z1.ppapap(5L) nucleus;nucleus of pedigree Z1.ppapap(5L)
material entity;Z1.ppapaap (5L) nucleus;nucleus of pedigree Z1.ppapaap(5L)
material entity;Z1.ppapaaa (5L) nucleus;nucleus of pedigree Z1.ppapaaa(5L)
material entity;Z1.ppapaa(5L) nucleus;nucleus of pedigree Z1.ppapaa(5L)
material entity;Z1.ppapa (5L) nucleus;nucleus of pedigree Z1.ppapa(5L)
material entity;Z1.ppap(5L) nucleus;nucleus of pedigree Z1.ppap(5L)
material entity;Z1.ppaappp (5L) nucleus;nucleus of pedigree Z1.ppaappp(5L)
material entity;Z1.ppaappa (5L) nucleus;nucleus of pedigree Z1.ppaappa(5L)
material entity;Z1.ppaapp(5L) nucleus;nucleus of pedigree Z1.ppaapp(5L)
material entity;Z1.ppaapap (5L) nucleus;nucleus of pedigree Z1.ppaapap(5L)
material entity;Z1.ppaapaa (5L) nucleus;nucleus of pedigree Z1.ppaapaa(5L)
material entity;Z1.ppaap (5L) nucleus;nucleus of pedigree Z1.ppaap(5L)
material entity;Z1.ppaaapp (5L) nucleus;nucleus of pedigree Z1.ppaaapp(5L)
material entity;Z1.ppaaapa (5L) nucleus;nucleus of pedigree Z1.ppaaapa(5L)
material entity;Z1.ppaaap(5L) nucleus;nucleus of pedigree Z1.ppaaap(5L)
material entity;Z1.ppaaaap (5L) nucleus;nucleus of pedigree Z1.ppaaaap(5L)
material entity;Z1.ppaaaaa (5L) nucleus;nucleus of pedigree Z1.ppaaaaa(5L)
material entity;Z1.ppaaaa(5L) nucleus;nucleus of pedigree Z1.ppaaaa(5L)
material entity;Z1.ppaaa (5L) nucleus;nucleus of pedigree Z1.ppaaa(5L)
material entity;Z1.ppaapa(5L) nucleus;nucleus of pedigree Z1.ppaapa(5L)
material entity;Z1.ppaa(5L) nucleus;nucleus of pedigree Z1.ppaa(5L)
material entity;Z1.pappppv nucleus;nucleus of pedigree Z1.pappppv
material entity;Z1.pappppd nucleus;nucleus of pedigree Z1.pappppd
material entity;Z1.papppp nucleus;nucleus of pedigree Z1.papppp
material entity;Z1.papppav nucleus;nucleus of pedigree Z1.papppav
material entity;Z1.papppad nucleus;nucleus of pedigree Z1.papppad
material entity;Z1.papppa nucleus;nucleus of pedigree Z1.papppa
material entity;Z1.pappp nucleus;nucleus of pedigree Z1.pappp
