class;term;comment
material entity;rachilla of sessile spikelet of tassel;The axis of the tassel sessile spikelet, above the glumes.
material entity;shoot axis endodermis;A portion of endodermis (PO:0000252) that is part of a shoot axis cortex (PO:0000223).
material entity;lower glume of sessile spikelet of tassel;A lower glume of tassel spikelet that is part of a tassel sessile spikelet.
material entity;shoot axis hypodermis;A portion of shoot axis hypodermis (PO:0005057) that is part of a stem cortex (PO:0000223).
material entity;upper glume of sessile spikelet of tassel;An upper glume of tassel spikelet that is part of a tassel sessile spikelet.
material entity;plant callus;A portion of plant tissue (PO:0009007) that consists of mass of undifferentiated plant cells (PO:0009002).
material entity;hypodermis;A portion of ground tissue (PO:0025059) that is the outermost layer of a portion of cortex (PO:0005708).
material entity;lower glume of pedicellate spikelet of tassel;A lower glume of tassel spikelet that is part of a tassel pedicellate spikelet.
material entity;shoot meristematic apical cell;A meristematic apical cell that is part of a shoot system.
material entity;root meristematic apical cell;A sporophyte meristematic apical cell that is part of a root tip.
material entity;caulonema;A portion of protonema tissue that consists of only caulonema cells.
material entity;chloronema;A portion of protonema tissue that consists of only chloronema cells.
material entity;meristematic apical cell;A single meristematic cell (PO:0004010) at the tip of a plant structure where apical growth occurs.
process;protonema whole plant development stage;A gametophyte development stage during which a gametophyte undergoes filamentous growth and that succeeds spore germination and precedes a thalloid development stage (planar growth) or gametophore development stage.
material entity;chloronema cell;A chlorenchyma cell that is part of a chloronema and has cross walls of adjacent cells that are perpendicular to the protonema axis.
material entity;protonema;A portion of chlorenchyma tissue that develops directly from a spore and grows by division of an apical cell to form filaments that are one cell wide and dichotomously branching.
material entity;caulonema cell;A chlorenchyma cell that is part of a caulonema and has cross walls of adjacent cells that are oblique to the protonema axis.
material entity;leaf endodermis;A portion of endodermis that is part of a vascular leaf.
material entity;rachilla of pedicellate spikelet of tassel;The axis of the tassel pedicellate spikelet, above the glumes.
material entity;venter;A cardinal organ part (PO:0025001) that is the enlarged basal part of an archegonium (PO:0025126) and has an archegonium egg cell (PO:0025122) located in it.
material entity;spore capsule calyptra;A cardinal organ part (PO:0025001) that develops from an archegonium (PO:0025126) and is a cap or hood enclosing the sporangium (syn: spore capsule. PO:0025094).
material entity;archegonium neck;A cardinal organ part (PO:0025001) that is the elongated, apical part of an archegonium (PO:0025126).
material entity;archegoniophore;A stalk (PO:0025066) that supports an archegonium head (PO:0030034).
material entity;antheridiophore;A stalk (PO:0025066) that supports an antheridium head (PO:0030075).
material entity;archegonium stalk;A stalk (PO:0025066) that the basal part of an archegonium (PO:0025126).
material entity;antheridium stalk;A stalk (PO:0025066) that is the basal part of an antheridium (PO:0025125).
material entity;perichaetal bract;A bract (PO:0009055) that subtends an archegonium (PO:0025126).
material entity;seta;A stalk (PO:0025066) that supports a spore capsule, the sporangium (PO:0025094).
material entity;gametophyte perianth;A collective phyllome structure that consists of two or more of the most distal perichaetal bracts on a gametophore axis and surround a capsule.
material entity;thallus;A whole plant in the gametophytic phase that has a flat growth form and no distinct organs.
material entity;gametophore bud;A vegetative bud that develops into a gametophore.
material entity;sporophyte foot;A plant organ that is the base of a whole plant in the sporophytic phase and attaches it to the gametophore.
material entity;perigonial bract;A bract (PO:0009055) that subtends an antheridium (PO:0025125).
material entity;gametophore axis meristematic apical cell;A shoot axis meristematic apical cell at the tip of a gametophore axis.
material entity;gametophore stem;A stem that is part of a gametophore.
material entity;thallus meristematic apical cell;A gametophyte apical cell that is part of a thallus.
material entity;vascular shoot axis meristematic apical cell;A shoot axis meristematic apical cell at the tip of a shoot apex in a shoot system that has as part vascular tissue.
material entity;gametophore branch;A branch that is part of a gametophore.
material entity;gametophore axis;A shoot axis (PO:0025029) that is part of a gametophore (PO:0030018).
material entity;carpel vascular system;A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a carpel (PO:0009030).
material entity;ear pedicellate spikelet;An ear spikelet (PO:0006320) which is the ultimate, pedicellate, higher order inflorescence axis (PO:0009081) of the maize ear inflorescence (PO:0020136).
material entity;embryo endodermis;A portion of endodermis (PO:0000252) that is part of an plant embryo (PO:0009009).
material entity;ear sessile spikelet;An ear spikelet (PO:0006320) which is the ultimate, sessile, higher order inflorescence axis (PO:0009081) of the maize ear inflorescence (PO:0020136).
material entity;stamen vascular system;A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a stamen (PO:0009029).
material entity;leaf intercalary meristem;An intercalary meristem (PO:0006073) that is part of a leaf (PO:0006346) and is intercalated between two portions of non-meristematic tissue between a leaf apex (PO:0020137) and a leaf base (PO:0020040).
material entity;flower vascular system;A shoot system vascular system (PO:0025205) that includes the totality of the portions of vascular tissue in their specific arrangement in a flower (PO:0009046).
material entity;stem intercalary meristem;An intercalary meristem (PO:0006073) that is part of a stem internode (PO:0020142) and is intercalated between two portions of non-meristematic tissue.
material entity;pedicel vascular system;A shoot axis vascular system (PO:0000039) that includes the totality of the portions of vascular tissue in their specific arrangement in a pedicel (PO:0030112).
material entity;shoot lateral meristem;A lateral meristem (PO:0020145) that is part of a shoot axis (PO:0025029).
material entity;anther dehiscence zone;A dehiscence zone (PO:0025092) that is part of an anther (PO:0009066).
material entity;embryo cortex;A portion of cortex (PO:0005708) that is part of a plant embryo (PO:0009009).
material entity;infructescence;A reproductive shoot system (PO:0025082) that develops from an inflorescence (PO:0009049) and has as parts each infructescence axis (PO:0025242) and all of the fruits (PO:0009001) borne by those axes.
material entity;hypocotyl epidermis;A portion of stem epidermis (PO:0025178) which is the outermost primary cell layer of the hypocotyl (PO:0020100).
material entity;axillary shoot system;A shoot-borne shoot system (PO:0004545) that develops from an axillary bud (PO:0004709).
material entity;adult vascular leaf;A vascular leaf characterized by particular anatomical traits namely, wax and trichome distribution, presence or absence of epidermal cell types, cell wall shape and biochemistry.
material entity;primary shoot system;A shoot system (PO:0009006) that develops from an embryo shoot apical meristem (PO:0006362).
material entity;anther septum;A septum (PO:0000030) that is part of an anther dehiscence zone (PO:0005011).
material entity;root syncytium cell;Multinucleate cell developed by a series of events involving fusion with the neighboring dividing cells. The events are induced by cyst nematodes (e.g. <i>Heterodera schachtii</i>) entering the feeding cells (any cells) of the root vascular system.
material entity;root giant cell;Multinucleate cell developed by a series of events involving kayokinesis but not cytokinesis of the initial feeding cell. The events are induced by root knot nematodes (e.g., Meloidogyne sp. ) entering the feeding cells (any cells) of the root vascular system.
material entity;root primordium;A primordium (PO:0025127) that develops from a root anlagen (PO:0025433) and is committed to the development of a root (PO:0009005).
material entity;inflorescence vascular system;A shoot system vascular system (PO:0025205) that includes the totality of the portions of vascular tissue in their specific arrangement in an inflorescence (PO:0009049).
material entity;tassel spikelet pair meristem;The meristem present on short tassel branch that produces two spikelet meristems, each of which produces two floral meristems in a maize tassel.
material entity;dehiscence zone;A portion of plant tissue (PO:0009007) that is part of a plant structure and consists of a narrow band of cells that undergoes dehiscence upon maturation of the structure.
material entity;plant ovary outer epidermis;A portion of plant ovary epidermis (PO:0006063) which is the outer surface of a plant ovary (PO:0009072).
material entity;sporangium;A plant organ (PO:0009008) in which plant spores (PO:0025017) are produced.
material entity;plant ovary wall;A portion of plant tissue (PO:0009007) that is composed of plant ovary outer epidermis (PO:0005023), plant ovary inner epidermis (PO:0005024), and a plant ovary wall middle layer (PO:0005025)
material entity;spore capsule annulus;A dehiscence zone (PO:0025092) that is part of a spore capsule.
material entity;plant ovary wall middle layer;A portion of chlorenchyma tissue (PO:0005426) that is part of the plant ovary wall (PO:0005022) and is composed of mesophyll cells (PO:0004006).
material entity;lower floret of pedicellate spikelet of ear;An ear floret that is the lower of the two florets of a pedicellate spikelet rachilla of an ear inflorescence.
material entity;carpel epidermis;A portion of phyllome epidermis (PO:0025157) that is part of a carpel (PO:0009030).
material entity;plant ovary inner epidermis;A portion of plant ovary epidermis (PO:0006063) which is the inner surface of a plant ovary (PO:0009072).
material entity;ear floret;A small, pistillate flower (PO:0025599) that is part of a ear spikelet (PO:0006320).
material entity;root parenchyma;A portion of parenchyma tissue (PO:0005421) that is part of a root (PO:0009005).
material entity;lower floret of sessile spikelet of ear;An ear floret that is the lower of the two florets on a sessile spikelet of an ear inflorescence.
material entity;bract trichome;A phyllome trichome that is part of a bract epidermis.
material entity;upper floret of sessile spikelet of ear;An ear floret that is one of the two florets placed above the lower floret on a sessile spikelet rachilla of an ear inflorescence.
material entity;stamen epidermis;A portion of phyllome epidermis (PO:0025157) that is part of a stamen (PO:0009029).
material entity;sepal margin;A phyllome margin (PO:0025018) which is part of a sepal (PO:0009031).
material entity;vascular bundle;A portion of vascular tissue (PO:0009015) that is a unit strand of the vascular system (PO:0000034) and has as part xylem (PO:0005352) or phloem (PO:0005417).
material entity;upper floret of pedicellate spikelet of ear;An ear floret that is the upper of the two florets of a pedicellate spikelet rachilla of an ear inflorescence.
material entity;embryo plant structure;A plant structure (PO:0009011) that is part of an plant embryo (PO:0009009).
material entity;glume of tassel spikelet;A glume that is part of a tassel spikelet.
material entity;primary thickening meristem;A shoot lateral meristem (PO:0006344) that is part of a shoot axis (PO:0025029) and has a parts multiple layers of meristematic cells (PO:0004010) located near the shoot apical meristem (PO:0020148).
material entity;lower glume of ear spikelet;A lower glume that is part of an ear spikelet.
material entity;glume of ear spikelet;A glume that is part of an ear spikelet.
material entity;lupulin gland;A glandular trichome (PO:0004509) that synthesizes terpenophenolic resins and prenylflavonoids.
material entity;embryo shoot apical meristem;A vegetative shoot apical meristem at the apex of the embryonic axis.
material entity;megasporangiate strobilus;A strobilus (PO:0025083) that bears only plant ovules (PO:0020003).
material entity;ear spikelet pair meristem;An ear inflorescence axillary meristem (PO:0009110) that produces two ear spikelet meristems (PO:0006378), each of which produces two flower meristems (PO:0000229) in an ear inflorescence (PO:0020136).
material entity;microsporangiate strobilus;A strobilus (PO:0025083) that bears only pollen (PO:0025281).
material entity;shoot axis periderm;A portion of periderm tissue (PO:0005046) that is part of a shoot axis (PO:0025029).
material entity;tassel spikelet rachilla;The axis of the tassel spikelet, above the glumes.
material entity;upper glume of tassel spikelet;An upper glume that is part of a tassel spikelet.
material entity;tassel spikelet meristem;Apical meristem that gives rise to the upper and lower florets of the maize tassel spikelets.
material entity;ear spikelet meristem;Apical meristem that gives rise to the upper and lower florets of the maize ear spikelet.
material entity;root periderm;A portion of periderm tissue (PO:0005046) that is part of a root (PO:0009005).
material entity;ear apical meristem;An inflorescence apical meristem that gives rise to the maize ear.
material entity;periderm;A peripheral portion of ground tissue (PO:0025059) in a plant axis (PO:0025004) that is composed of cork cambium (phellogen. PO:0005599), phellem (PO:0004003), and phelloderm (PO:0005050).
material entity;tassel apical meristem;An inflorescence apical meristem that gives rise to the maize tassel.
material entity;shoot axis pith;A portion of pith (PO:0006109) that is part of a shoot axis (PO:0025029).
material entity;root pith;A portion of pith (PO:0006109) that is part of a root stele (PO:0020124).
material entity;secondary phloem;A portion of phloem (PO:0005417) tissue that develops from a vascular cambium (PO:0005598).
material entity;upper glume of ear spikelet;An upper glume that is part of an ear spikelet.
material entity;lower glume of tassel spikelet;A lower glume that is part of a tassel spikelet.
material entity;stipel;Stipule-like appendage(s) at the base of a leaflet (in unifoliolate or simple leaves, found at the top of the petiole).
material entity;petiolule;A stalk (PO:0009025) of a leaflet (PO:0020049).
process;2 formation of axillary shoot stage;The stage at which the axillary shoots are forming.
process;SE.15 fifteen nodes or internodes visible stage;The stage at which fifteen nodes or fifteen internodes are visible.
process;2.02 main shoot and axillary shoots visible at two nodes stage;The stage at which main shoot and axillary shoots at two nodes are visible.
process;LP.18 eighteen leaves visible stage;The stage at which leaves at eighteen nodes, other than the cotyledonary node, are visible above ground.
process;SE.08 eight nodes or internodes visible stage;The stage at which eight nodes or eight internodes are visible.
material entity;perisperm;A portion of plant tissue (PO:0009007) which is diploid nutritive tissue in an angiosperm seed derived from nucellar tissue.
process;SE.00 stem elongation begins stage;The stage at which the internodes begin to elongate.
material entity;testa;That part of the seed coat that develops from the outer integument, or from the single integument when there is only one.
material entity;tegmen;That part of the seed coat that develops from the inner integument.
process;2.08 main shoot and axillary shoots visible at eight nodes stage;The stage at which main shoot and axillary shoots at eight nodes are visible.
material entity;leaf rachis;A stalk (PO:0025066) that is the main axis of a pinnate or more highly compound leaf, that bears leaflets or divisions of the axis.
process;rosette growth complete stage;Stage at which rosette no longer increases in diameter, its leaf growth and expansion having ceased.
material entity;bud scale leaf;A scale leaf that surrounds a dormant or perennating bud.
process;late rosette growth stage;Rosette has reached approximately 70% of its final diameter.
material entity;leaf base;A phyllome base (PO:0025140) that is part of a leaf (PO:0025034).
process;SE.10 ten nodes or internodes visible stage;The stage at which ten nodes or ten internodes are visible.
process;LP.14 fourteen leaves visible stage;The stage at which leaves at fourteen nodes, other than the cotyledonary node, are visible above ground.
process;LP.20 twenty or more leaves whorls visible stage;The stage at which leaves at twenty or more nodes, other than the cotyledonary node, are visible above ground.
process;LP.13 thirteen leaves visible stage;The stage at which leaves at thirteen nodes, other than the cotyledonary node, are visible above ground.
process;2.03 main shoot and axillary shoots visible at three nodes stage;The stage at which main shoot and axillary shoots at three nodes are visible.
process;early rosette growth stage;Rosette has reached approximately 20% of its final diameter.
material entity;leaflet;A cardinal organ part (PO:0025001) that is one of the ultimate segments of a compound leaf (PO:0020043).
material entity;microspore;The smaller, in general, of the two kinds of spores produced after meiosis in the life cycle of a heterosporous plant, and on germination giving rise to the male gametophyte.
material entity;microsporocyte;A sporocyte (PO:0006204) that produces four haploid (1n) microspores (PO:0020048).
material entity;palmate leaf;A once-compound leaf divided into several leaflets which arise at the same point, there being no rachis.
material entity;pinnate leaf;A once-compound leaf with leaflets borne along a rachis.
process;2.04 main shoot and axillary shoots visible at four nodes stage;The stage at which main shoot and axillary shoots at four nodes are visible.
material entity;hyperphyll;The unifacial terete apical portion of a monocot cotyledon, sometimes also visible on other leaves.
process;stem elongation stage;The stage at which the internodes elongate.
material entity;compound leaf;A leaf having two or more distinct leaflets that are evident as such from early in development.
process;SE.05 five nodes or internodes visible stage;The stage at which five nodes or five internodes are visible.
material entity;simple leaf;A leaf in which the lamina is undivided.
process;2.01 main shoot and axillary shoots visible at one node stage;The stage at which main shoot and axillary shoot(s) at one node is (are) visible.
material entity;stipule;A cardinal organ part that is an appendage at the base of a vascular leaf.
process;LP.08 eight leaves visible stage;The stage at which leaves at eight nodes, other than the cotyledonary node, are visible above ground.
process;SE.03 three nodes or internodes visible stage;The stage at which three nodes or three internodes are visible.
process;2.05 main shoot and axillary shoots visible at five nodes stage;The stage at which main shoot and axillary shoots at five nodes are visible.
process;LP.01 one leaf visible stage;The stage at which leaves at one node, other than the cotyledonary node, are visible above ground.
process;SE.01 one node or internode visible stage;The stage at which one node or one internode is visible.
process;SE.04 four nodes or internodes visible stage;The stage at which four nodes or four internodes are visible.
process;SE.13 thirteen nodes or internodes visible stage;The stage at which thirteen nodes or thirteen internodes are visible.
process;SE.97 flag leaf visible stage;The stage at which the flag leaf is visible.
process;SE.14 fourteen nodes or internodes visible stage;The stage at which fourteen nodes or fourteen internodes are visible.
material entity;mericarp;A cardinal part of multi-tissue plant structure (PO:0025498) which is one carpellate unit of a schizocarp fruit (PO:0030098) consisting of pericarp (PO:0009084) and one or more seeds (PO:0009010).
process;LP.02 two leaves visible stage;The stage at which leaves at two nodes, other than the cotyledonary node, are visible above ground.
material entity;elaiosome;A cardinal organ part that is an oil-secreting outgrowth of a seed or fruit.
material entity;coma;A portion of seed coat epidermis (PO:0006048) that consists of multiple seed trichomes (PO:0004511) at the seed micropyle (PO:0006334).
material entity;caruncle;An arilloid that is an outgrowth of a seed next to the micropyle.
material entity;hilum;A cardinal part of multi-tissue plant structure (PO:0025498) that is a scar on a seed (PO:0009010) at the place where it was attached to a funicle (PO:0020006).
material entity;phloem mother cell;A cambial initial cell (PO:0000295) which is destined to differentiate into secondary phloem.
process;leaf trichome development stage;A trichome development stage that has as primary participant a leaf trichome.
material entity;tracheid bar;A portion of xylem (PO:0005352) tissue that is a distinct ring-like structure composed of tracheids (PO:0000301), that is part of a seed (PO:0009010) and surrounds the hilum (PO:0020063) and forms a groove in the surface of the pericarp (PO:0009084) immediately adjacent to the hilum.
material entity;arilloid;A cardinal part of multi-tissue plant structure (PO:0025498) that is a fleshy outgrowth of a seed (PO:0009010).
material entity;seed operculum;A plug-like structure formed in the micropylar region of the seed coat.
material entity;strophiole;An arilloid that is an outgrowth of a seed on a raphe.
process;seedling shoot emergence stage;A seedling development stage (PO:0007131) during which a seedling (PO:0008037) breaks through soil surface.
material entity;megaspore;The larger, in general, of the two kinds of spores produced after meiosis in the life cycle of a heterosporous plant, and on germination giving rise to the female gametophyte (embryo sac).
process;inflorescence bifurcation stage;Stage of inflorescence development marked by the formation of two, often equal-sized, inflorescence meristems from one inflorescence meristem.
process;whole plant fruit ripening complete stage;The stage at which fruit ripening is complete.
process;beginning of whole plant fruit ripening stage;The stage at which fruit maturation begins.
process;whole plant development stage;A plant structure development stage (PO:0009012) that has as primary participant a whole plant (PO:0000003).
process;FL.01 1/4 of flowers open stage;The stage at which 1/4 of flowers open.
process;mid whole plant fruit ripening stage;The stage when fruit ripening is midway.
process;whole plant fruit formation stage up to 10%;A whole plant fruit formation stage (PO:0007042) that begins when the first fruit (PO:0009001) on a whole plant (PO:0000003) that has no other fruits as part enters a fruit initiation stage (PO:0025503) and ends when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 10% of final size.
process;inflorescence emergence stage;An inflorescence detectable phase during which an inflorescence emerges from sheathing leaves or bracts.
material entity;plant embryo axis;A plant axis (PO:0025004) that is the axial part of a plant embryo (PO:0009009).
material entity;funicle;A stalk (PO:0025066) that attaches a plant ovule (PO:0020003) to a placenta (PO:0025078).
material entity;placentoid;A portion of parenchyma tissue that is part of a connective and projects into a pollen sac.
process;IE.01 1/4 of inflorescence emerged from flag leaf sheath stage;The stage at which 1/4 of inflorescence has emerged from flag leaf sheath.
material entity;anther wall exothecium;An microsporangium exothecium (PO:0025311) that is part of an anther wall (PO:0000002).
process;cotyledon emergence stage;A seedling development stage (PO:0007131) during which the cotyledon (PO:0020030) emerges from the seed coat (PO:0009088).
material entity;plant ovule;A plant organ (PO:0009008) that has as parts a nucellus (PO:0020020) in which a female gametophyte (PO:0025279) is located, one or two integuments (PO:0020021), and a funicle (PO:0020006).
process;IL.01 1/4 inflorescence length reached stage;An inflorescence detectable phase during which an inflorescence has reached at least one quarter of its full length, but has not yet reached one half of its full length.
material entity;anther wall endothecium;An microsporangium endothecium (PO:0025309) that part of an anther wall (PO:0000002).
process;whole plant inflorescence detectable stage;A reproductive growth stage during which an inflorescence is detectable.
material entity;plant ovary placenta;A portion of placenta tissue (PO:0025078) which is part of a plant ovary (PO:0009072), and to which plant ovary ovules (PO:0025490) are attached.
process;BO.02 mid boot stage;The flag leaf sheath is just visibly swollen.
process;coleoptile emergence stage;A sporophyte vegetative stage (PO:0007134) during which the coleoptile (PO:0020033) emerges from the seed coat (PO:0009088).
process;whole plant fruit formation stage;A whole plant fruit development stage (PO:0025500) that begins when a fruit (PO:0009001) on a whole plant (PO:0000003) that is not currently participating in a whole plant fruit development stage begins a fruit initiation stage (PO:0025503) and ends with the onset of a whole plant fruit ripening stage (PO:0007010).
process;hypocotyl emergence stage;A seedling development stage (PO:0007131) during which the hypocotyl (PO:0020100) emerges from the seed coat (PO:0009088).
material entity;plant zygote;A native plant cell (PO:0025606) which is a whole plant (PO:0000003) in the plant zygote stage (PO:0001097).
process;BO.00 booting begins stage;Booting has just begun.
process;FL.03 3/4 of flowers open stage;The stage at which 3/4 of flowers open.
process;late whole plant fruit ripening stage;The late stage of fruit ripening.
material entity;leaf lamina;A phyllome lamina (PO:0025396) that is the part of a leaf (PO:0025034) exclusive of the petiole (PO:0020038) or leaf sheath (PO:0020104), if either is present.
material entity;petiole;A stalk (PO:0025066) of a vascular leaf (PO:0009025).
process;3 branch formation stage;The stage trichome develops branches.
material entity;mesocotyl;A stem internode (PO:0020142) that is the part of a plant embryo axis (PO:0019018) or a seedling stem (PO:0009047) above the scutellum (PO:0020110) and below the coleoptile (PO:0020033).
material entity;epiblast;A portion of plant tissue (PO:0009007) that is a flap-like projection of the coleorhiza (PO:0020034), inserted opposite the scutellum (PO:0020110).
process;seed germination stage;A sporophyte vegetative stage (PO:0007134) which begins with the onset of a seed imbibition stage (PO:0007022) and ends with a radicle emergence stage (PO: 0007015), or a coleorhiza emergence stage (PO:0025475), as a result of the growth by the plant embryo (PO:0004537) in a seed (PO:0009010).
material entity;epicotyl;The first stem internode (PO:0020142) above the cotyledonary node (PO:0025321) of a plant embryo (PO:0009009) or a seedling (PO:0000003).
process;2 endoreduplication stage;The stage trichome nuclei continue to replicate their DNA after mitosis and cytokinesis have ceased, and as a consequence have a DNA content much greater than 2C.
material entity;coleorhiza;A sheath-like plant organ (PO:0009008) that surrounds the radicle (PO:0020031) of a plant embryo (PO:0009009) or the emerging root (PO:0009005) of a seedling (PO:0000003).
material entity;coleoptile;A sheath-like plant organ (PO:0009008) that surrounds the plumule (PO:0020032) of a plant embryo (PO:0009009) or the emerging shoot apex (PO:0000037) of a seedling.
process;1 pattern formation stage;Trichome initiation stage that determine numbers of trichome are formed.
material entity;plumule;The shoot apex (PO:0000037) of the plant embryo (PO:0009009), above the cotyledonary node (PO:0025321).
process;FL.02 1/2 of flowers open stage;The stage at which 1/2 of flowers open.
material entity;radicle;An embryo root (PO:0000045) that is the basal continuation of a hypocotyl (PO:0020100) in a plant embryo (PO:0009009) or a seedling (PO:0000003).
process;epicotyl emergence stage;A seedling development stage (PO:0007131) during which the epicotyl (PO:0020035) emerges from the seed coat (PO:0009088).
material entity;cotyledon;A vascular leaf (PO:0009025) formed at the first shoot node (PO:0005004) of a plant embryo (PO:0009009) or a seedling (PO:0000003).
material entity;megasporocyte;A sporocyte (PO:0006204) that produces four haploid (1n) megaspores (PO:0020019).
process;SE.06 six nodes or internodes visible stage;The stage at which six nodes or six internodes are visible.
process;LP.07 seven leaves visible stage;The stage at which leaves at seven nodes, other than the cotyledonary node, are visible above ground.
material entity;obturator;A portion of plant tissue (PO:0009007) which is an outgrowth of the funicle, that forms a bridge between the micropyle and other tissues.
material entity;antiraphe;A cardinal organ part (PO:0025001) that is the part of a plant ovule (PO:0020003) on the opposite side from a raphe (PO:0020027).
material entity;raphe;A cardinal organ part (PO:0025001) that is a ridge on a plant ovule (PO:0020003) where a funicle (PO:0020006) is or was fused to the ovule.
material entity;chalaza;A portion of plant tissue (PO:0009007) that is the region in a plant ovule (PO:0020003) where the integuments (PO:0020021) and the nucellus (PO:0020020) join with the funicule (PO:0020006).
material entity;plant ovule micropyle;A plant anatomical space (PO:0025117) that is enclosed by and forms an opening in an integument at the apex of a plant ovule (PO:0020003).
process;mid rosette growth stage;Rosette has reached approximately 50% of its final diameter.
material entity;endothelium;A portion of plant tissue (PO:0009007) which is composed of cells of the inner epidermis of the inner (or only) integument of the ovule that are radially elongated and metabolically very active.
material entity;plant ovule outer integument;A plant ovule integument (PO:0020021) which is the outermost the two layers of tissue that usually cover the plant ovule (PO:0020003), contiguous to the nucellus (PO:0020020) and usually contributing to the formation of the plant ovule micropyle (PO:0020025) at the apex.
process;SE.09 nine nodes or internodes visible stage;The stage at which nine nodes or nine internodes are visible.
material entity;plant ovule inner integument;A plant ovule integument (PO:0020021) which is the innermost of the two layers of tissue that usually cover the plant ovule (PO:0020003), contiguous to the nucellus (PO:0020020) and usually contributing to the formation of the plant ovule micropyle (PO:0020025) at the apex.
process;LP.17 seventeen leaves visible stage;The stage at which leaves at seventeen nodes, other than the cotyledonary node, are visible above ground.
material entity;plant ovule integument;A portion of plant tissue (PO:0009007) that covers a plant ovule (PO:0020003), enveloping a nucellus (PO:0020020) and forming a micropyle (PO:0020025) at the apex.
process;LP.12 twelve leaves visible stage;The stage at which leaves at twelve nodes, other than the cotyledonary node, are visible above ground.
material entity;nucellus;A megasporangium (PO:0025201) in a seed plant, composed of fleshy subepidermal tissue that is part of a plant ovule (PO:0020003) and surrounds a megasporocyte (PO:0000431).
process;LP.05 five leaves visible stage;The stage at which leaves at five nodes, other than the cotyledonary node, are visible above ground.
material entity;seminal root;An embryo root (PO:0000045) formed within the scutellar node (PO:0004708) of the plant embryo (PO:0009009) in some monocotyledonous plants.
process;gametophore reproductive whole plant development stage;A gametophyte reproductive stage (PO:0025341) in which a gametophore (PO:0030018) and gametangium is being produced.
material entity;embryo root;A root (PO:0009005) that is initiated in a developing plant embryo (PO:0009009).
process;gametophyte senescent stage;A gametophyte development stage (PO:0028003) during which a gametophyte participates in multicellular organism senescence.
material entity;prop root;A shoot-borne nodal root (PO:0003005) formed at a stem node (PO:0020141) above the ground and growing directly into the soil.
process;thallus reproductive whole plant development stage;A gametophyte reproductive development stage in which a thallus and gametangium is being produced.
material entity;crown root;A shoot-borne nodal root (PO:0003005) formed at a stem base (PO:0008039).
process;gametophore vegetative whole plant development stage;A gametophyte vegetative whole plant development stage during which a gametophore is being produced but no gametangia are being produced.
material entity;phyllome lamina vein;A vascular bundle (PO:0005020) that is part of a phyllome lamina (PO:0025396).
material entity;leaf lamina abaxial epidermis;A portion of leaf lamina epidermis (PO:0000047) that covers the abaxial/lower surface of a leaf lamina (PO:0020039).
process;thallus vegetative whole plant development stage;A gametophyte vegetative whole plant development stage during which a thallus is being produced but no gametangia are being produced.
material entity;leaf lamina vascular system;A vascular system (PO:0000034) that includes the totality of the portions of vascular tissue in their specific arrangement in a leaf lamina (PO:0020039).
material entity;leaf lamina epidermis;A portion of leaf epidermis (PO:0006016) that is part of a leaf lamina (PO:0020039).
process;sepals enclosing meristem stage;Stage of calyx development that begins when the developing sepals enclose the floral meristem.
material entity;awn;A cardinal organ part that is a slender, more or less straight and stiff, fine-pointed, terminal or subterminal appendage of a glume, lemma, or palea.
material entity;shoot-borne root;A root (PO:0009005) that develops from shoot axis (PO:0025029) tissue.
process;gametophyte vegetative stage;A gametophyte development stage (PO:0028003) that occurs during the interval between spore germination and the formation of a gametangium.
material entity;epidermal cork cell;One of the two types of short cells in the epidermis of grasses and bamboos. It is usually paired with silica cell.
material entity;adventitious root nodule;Enlargement or swelling at position of dormant adventitious root primordium (on the stem), inhabited by nitrogen-fixing bacteria.
process;gametophyte dormant stage;A gametophyte development stage (PO:0028003) during which a gametophyte participates in a dormancy process.
process;gametophyte reproductive stage;A gametophyte development stage (PO:0028003) that occurs during the interval between the initiation of either a multicellular plant gametangium (PO:0025124) or a unicellular plant gametangium (PO:0025521) and the onset of senescence.
material entity;inflorescence bud;A bud that develops into an inflorescence.
material entity;ensiform vascular leaf;A unifacial leaf that is flat in cross section due to a lamina that develops in a median plane (perpendicular to the axis), rather a transverse plane (tangent to the axis) throughout all of part of the length of the leaf.
material entity;flower bud;A bud that develops into a flower.
material entity;disk flower;A small flower (PO:0009046) in the center of a head-type (capitulum) inflorescence (PO:0009049).
material entity;bud;An undeveloped shoot system (PO:0009006).
material entity;phyllode leaf;An adult ensiform leaf with a lamina that develops in a median plane, rather a transverse plane, throughout the length of the leaf and is a result of increased activity of the adaxial meristem early in development.
material entity;petal vascular system;A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a petal (PO:0025218).
material entity;terete vascular leaf;A unifacial leaf that is round in cross section throughout all of part of the length of the leaf.
process;life of whole plant stage;A maximal whole plant development stage.
material entity;transition phyllode leaf;A transition vascular leaf in which the basal portion of the leaf has unifacial lamina development in a median plane, similar to a phyllode, and the apical portion of the leaf develops leaflets similar to a juvenile leaf.
material entity;root initial cell;An initial cell (PO:0004011) that is part of a root apical meristem (PO:0020147) and by division gives rise to two cells, one of which remains in the meristem, while the other is produces different root cells.
