class;term;comment
occurrent;371 min post first-cleavage Ce;The time period encompassing the 371st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;130 min post first-cleavage Ce;The time period encompassing the 130th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;372 min post first-cleavage Ce;The time period encompassing the 372nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;131 min post first-cleavage Ce;The time period encompassing the 131st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;373 min post first-cleavage Ce;The time period encompassing the 373rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;132 min post first-cleavage Ce;The time period encompassing the 132nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;374 min post first-cleavage Ce;The time period encompassing the 374th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;133 min post first-cleavage Ce;The time period encompassing the 133rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;375 min post first-cleavage Ce;The time period encompassing the 375th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;134 min post first-cleavage Ce;The time period encompassing the 134th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;376 min post first-cleavage Ce;The time period encompassing the 376th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;135 min post first-cleavage Ce;The time period encompassing the 135th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;377 min post first-cleavage Ce;The time period encompassing the 377th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;136 min post first-cleavage Ce;The time period encompassing the 136th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;378 min post first-cleavage Ce;The time period encompassing the 378th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;1-cell embryo Ce;Also called zygote. -50min till 0min of first cleavage at 20 Centigrade. Contains 1 cell.
occurrent;137 min post first-cleavage Ce;The time period encompassing the 137th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;2-cell embryo Ce;The C. elegans life stage spanning 0-20min after first cleavage at 20 Centigrade. Contains 2 cells.
occurrent;138 min post first-cleavage Ce;The time period encompassing the 138th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;4-cell embryo Ce;The C. elegans life stage spanning 20-40min after first cleavage at 20 Centigrade. Contains 4 cells.
occurrent;28-cell embryo Ce;The C. elegans life stage spanning 100-105 min after first cleaveage at 20 Centigrade. Contains 28 cells.
occurrent;380 min post first-cleavage Ce;The time period encompassing the 380th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;139 min post first-cleavage Ce;The time period encompassing the 139th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;381 min post first-cleavage Ce;The time period encompassing the 381st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;140 min post first-cleavage Ce;The time period encompassing the 140th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;382 min post first-cleavage Ce;The time period encompassing the 382nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;gastrulating embryo Ce;The C. elegans life stage spanning 100-290min after first cleavage at 20 Centigrade. Proliferate from 28 cells to 421 cells. Referring to the whole period of gastrulation.
occurrent;141 min post first-cleavage Ce;The time period encompassing the 141st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;383 min post first-cleavage Ce;The time period encompassing the 383rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;51-cell embryo Ce;The C. elegans life stage spanning 120-135 min after first cleavage at 20 Centigrade. Contains 51 cells.
occurrent;142 min post first-cleavage Ce;The time period encompassing the 142nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;384 min post first-cleavage Ce;The time period encompassing the 384th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;88-cell embryo Ce;The C. elegans life stage spanning 145-150 min after first cleavage at 20 Centigrade. Contains 88 cells.
occurrent;143 min post first-cleavage Ce;The time period encompassing the 143rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;385 min post first-cleavage Ce;The time period encompassing the 385th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;enclosing embryo Ce;The C. elegans life stage spanning 290-350min after first cleavage at 20 Centigrade. Proliferate from 421 cells to 560 cells. The stage when embryo just finished gastrulation and is enclosing.
occurrent;144 min post first-cleavage Ce;The time period encompassing the 144th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;386 min post first-cleavage Ce;The time period encompassing the 386th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;late cleavage stage embryo Ce;The C. elegans life stage spanning 210-350min after first cleavage at 20 Centigrade. Proliferate from 421 cells to 560 cells. The stage before the fast cleavage of cells finishes.
occurrent;145 min post first-cleavage Ce;The time period encompassing the 145th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;387 min post first-cleavage Ce;The time period encompassing the 387th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;elongating embryo Ce;The C. elegans life stage spanning 350-620min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The stage that embryo starts elongation until elongation is over.
occurrent;146 min post first-cleavage Ce;The time period encompassing the 146th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;388 min post first-cleavage Ce;The time period encompassing the 388th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;bean embryo Ce;The C. elegans life stage spanning 350-390min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. Emrbyo elongation started but have not formed comma shape yet. The shape of embryo looks like a lima bean. A stage right before comma embryo. Also called lima embryo or lima bean stage.
occurrent;147 min post first-cleavage Ce;The time period encompassing the 147th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;comma embryo Ce;The C. elegans life stage spanning 390-420min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo looks like a comma. A stage between bean embryo and 1.5-fold embryo.
occurrent;148 min post first-cleavage Ce;The time period encompassing the 148th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;1.5-fold embryo Ce;The C. elegans life stage spanning 420-460min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and fold back 50%. A stage between comma embryo and 2-fold embryo.
occurrent;2-fold embryo Ce;The C. elegans life stage spanning 460-520min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and double fold. A stage between 1.5-fold embryo and 3-fold embryo.
occurrent;159 min post first-cleavage Ce;The time period encompassing the 159th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;149 min post first-cleavage Ce;The time period encompassing the 149th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;150 min post first-cleavage Ce;The time period encompassing the 150th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;3-fold embryo Ce;The C. elegans life stage spanning 520-620min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The shape of embryo is elongated and tripple fold. A stage between 2-fold embryo and fully-elongated embryo. Also called pretzel embryo or pretzel stage.
occurrent;151 min post first-cleavage Ce;The time period encompassing the 151st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;fully-elongated embryo Ce;The C. elegans life stage spanning 620-800min(hatch) after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. A stage after elongation is over. The last stage of embryogenesis. Also called pre-hatched embryo, late embryo or morphogenetic embryo.
occurrent;152 min post first-cleavage Ce;The time period encompassing the 152nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;postembryonic Ce;A developemental life stage of the nematode Caenorhabditis elegans that occurs from egg hatching until death.
occurrent;153 min post first-cleavage Ce;The time period encompassing the 153rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;larva Ce;A developmental life stage of the nematode Caenorhabditis elegans that occurs from egg hatching until adulthood.
occurrent;154 min post first-cleavage Ce;The time period encompassing the 154th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L1 larva Ce;The first stage larva. At 25 Centigrade, it ranges 14-25.5 hours after fertilization, 0-11.5 hours after hatch.
occurrent;155 min post first-cleavage Ce;The time period encompassing the 155th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L1-L2 lethargus Ce;The stage during L1-L2 molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old.
occurrent;156 min post first-cleavage Ce;The time period encompassing the 156th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L1-L2 molt Ce;The stage when an animal shifts from L1 larva to L2 larva. It includes the synthesis of new cuticle, cease of phrayngeal pumping during a lethargus stage, and the shed off of old cuticle.
occurrent;157 min post first-cleavage Ce;The time period encompassing the 157th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2 larva Ce;The second stage larva. At 25 Centigrade, it ranges 25.5-32.5 hours after fertilization, 11.5-18.5 hours after hatch.
occurrent;158 min post first-cleavage Ce;The time period encompassing the 158th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L2-L3 lethargus Ce;The stage during L2-L3 molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old.
occurrent;L2-L3 molt Ce;The stage when an animal shifts from L2 larva to L3 larva. It includes the synthesis of new cuticle, cease of phrayngeal pumping during a lethargus stage, and the shed off of old cuticle.
occurrent;6-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 6-7 days after L4-adult molt. 9-10 days after first cleavage.
occurrent;7-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 7-8 days after L4-adult molt. 10-11 days after first cleavage.
occurrent;319 min post first-cleavage Ce;The time period encompassing the 319th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;8-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 8-9 days after L4-adult molt. 11-12 days after first cleavage.
occurrent;320 min post first-cleavage Ce;The time period encompassing the 320th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;9-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 9-10 days after L4-adult molt. 12-13 days after first cleavage.
occurrent;321 min post first-cleavage Ce;The time period encompassing the 321st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;10-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 10-11 days after L4-adult molt. 13-14 days after first cleavage.
occurrent;322 min post first-cleavage Ce;The time period encompassing the 322nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;15-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 15-16 days after L4-adult molt. 18-19 days after first cleavage.
occurrent;323 min post first-cleavage Ce;The time period encompassing the 323rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;20-days post-L4 adult hermaphrodite Ce;At 20 Centigrade: 20-21 days after L4-adult molt. 23-24 days after first cleavage.
occurrent;324 min post first-cleavage Ce;The time period encompassing the 324th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;325 min post first-cleavage Ce;The time period encompassing the 325th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;326 min post first-cleavage Ce;The time period encompassing the 326th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;327 min post first-cleavage Ce;The time period encompassing the 327th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;328 min post first-cleavage Ce;The time period encompassing the 328th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;Strongyloides infective L3;Strongyloides infective stage L3 larval stage. This stage can develop as a part of a free-living life-cycle, or from a parasitic, parthenogenic female stage.
occurrent;Strongyloides parasitic female;The Strongyloides life-cycle stage during which a female adult worm produces larval progeny parthenogenetically within the host organism.
occurrent;329 min post first-cleavage Ce;The time period encompassing the 329th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;Strongyloides free-living adult;The Strongyloides life-cycle stage in which male and female adult worms reproduce sexually and live entirely outside a host organism.
occurrent;330 min post first-cleavage Ce;The time period encompassing the 330th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.0 larva Ce;The first sub-stage of the L4 larva. All vulval cells are migrating toward the center of the future vulva. vulA, vulB, and vulE have divided, but vulC and vulF have not. At 20 Centigrade: 34.3 hours after hatching, 0.3 hours from the L3-to-L4 molt.
occurrent;89 min post first-cleavage Ce;The time period encompassing the 89th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;331 min post first-cleavage Ce;The time period encompassing the 331st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.1 larva Ce;The second sub-stage of the L4 larva. The inner cells of the vulva have finished migrating and have formed toroids, but have not fused. vulC and vulF have divided and a narrow lumen has formed. At 20 Centigrade: 35.1 hours after hatching, 1.1 hours from the L3-to-L4 molt.
occurrent;90 min post first-cleavage Ce;The time period encompassing the 90th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;332 min post first-cleavage Ce;The time period encompassing the 332nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.2 larva Ce;The third sub-stage of the L4 larva. All vulval cells complete migration. vulA, vulC, and vulD undergo cell fusion. The vulval lumen has widened and a prominent kink has formed between vulC and vulD. The uterine lumen has not started to form. At 20 Centigrade: 36.8 hours after hatching, 2.8 hours from the L3-to-L4 molt.
occurrent;91 min post first-cleavage Ce;The time period encompassing the 91st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;333 min post first-cleavage Ce;The time period encompassing the 333rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.3 larva Ce;The fourth sub-stage of the L4 larva. vulFs have separated and the apex of the lumen is flat and capped by the anchor cell. The uterine lumen starts to form. At 20 Centigrade: 38.1 hours after hatching, 4.1 hours from the L3-to-L4 molt.
occurrent;92 min post first-cleavage Ce;The time period encompassing the 92nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;334 min post first-cleavage Ce;The time period encompassing the 334th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.4 larva Ce;The fifth sub-stage of the L4 larva. utse is visible as a thin layer separating the vulval and uterine lumens. 'Fingers' are formed at the sides of the vulva next to vulB1 and vulB2. The uterine lumen is fully distended. At 20 Centigrade: 39.0 hours after hatching, 5.0 hours from the L3-to-L4 molt.
occurrent;93 min post first-cleavage Ce;The time period encompassing the 93rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;335 min post first-cleavage Ce;The time period encompassing the 335th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.5 larva Ce;The sixth sub-stage of the L4 larva. The side of the vulval lumen between vulC and vulD forms a smooth curve. At 20 Centigrade: 40.4 hours after hatching, 6.4 hours from the L3-to-L4 molt.
occurrent;94 min post first-cleavage Ce;The time period encompassing the 94th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;336 min post first-cleavage Ce;The time period encompassing the 336th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.6 larva Ce;The seventh sub-stage of the L4 larva. 'Fingers' between vulB2 and vulC are pointed ventrally. At 20 Centigrade: 41.5 hours after hatching, 7.5 hours from the L3-to-L4 molt.
occurrent;95 min post first-cleavage Ce;The time period encompassing the 95th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;337 min post first-cleavage Ce;The time period encompassing the 337th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;96 min post first-cleavage Ce;The time period encompassing the 96th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;338 min post first-cleavage Ce;The time period encompassing the 338th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;97 min post first-cleavage Ce;The time period encompassing the 97th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;98 min post first-cleavage Ce;The time period encompassing the 98th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.7 larva Ce;The eighth sub-stage of the L4 larva. vulFs have migrated closer such that the lumen is narrowed in the dorsal section. The approximate cutoff is when the width of the channel is less than the width of the vulD nucleus. At 20 Centigrade: 42.3 hours after hatching, 8.3 hours from the L3-to-L4 molt.
occurrent;L4.8 larva Ce;The ninth sub-stage of the L4 larva. The vulval lumen is partially collapsed. At 20 Centigrade: 42.5 hours after hatching, 8.5 hours from the L3-to-L4 molt.
occurrent;339 min post first-cleavage Ce;The time period encompassing the 339th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;L4.9 larva Ce;The tenth sub-stage of the L4 larva. The vulval lumen is completely collapsed. At 20 Centigrade: 42.8 hours after hatching, 8.8 hours from the L3-to-L4 molt.
occurrent;340 min post first-cleavage Ce;The time period encompassing the 340th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;560 min post first-cleavage Ce;The time period encompassing the 560th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;99 min post first-cleavage Ce;The time period encompassing the 99th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;341 min post first-cleavage Ce;The time period encompassing the 341st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;570 min post first-cleavage Ce;The time period encompassing the 570th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;100 min post first-cleavage Ce;The time period encompassing the 100th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;342 min post first-cleavage Ce;The time period encompassing the 342nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;640 min post first-cleavage Ce;The time period encompassing the 640th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;101 min post first-cleavage Ce;The time period encompassing the 101st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;343 min post first-cleavage Ce;The time period encompassing the 343rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;650 min post first-cleavage Ce;The time period encompassing the 650th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;102 min post first-cleavage Ce;The time period encompassing the 102nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;344 min post first-cleavage Ce;The time period encompassing the 344th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;660 min post first-cleavage Ce;The time period encompassing the 660th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;103 min post first-cleavage Ce;The time period encompassing the 103rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;345 min post first-cleavage Ce;The time period encompassing the 345th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;720 min post first-cleavage Ce;The time period encompassing the 720th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;104 min post first-cleavage Ce;The time period encompassing the 104th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;346 min post first-cleavage Ce;The time period encompassing the 346th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;770 min post first-cleavage Ce;The time period encompassing the 770th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;105 min post first-cleavage Ce;The time period encompassing the 105th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;347 min post first-cleavage Ce;The time period encompassing the 347th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;106 min post first-cleavage Ce;The time period encompassing the 106th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;348 min post first-cleavage Ce;The time period encompassing the 348th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;107 min post first-cleavage Ce;The time period encompassing the 107th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;108 min post first-cleavage Ce;The time period encompassing the 108th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;349 min post first-cleavage Ce;The time period encompassing the 349th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;350 min post first-cleavage Ce;The time period encompassing the 350th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;109 min post first-cleavage Ce;The time period encompassing the 109th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;351 min post first-cleavage Ce;The time period encompassing the 351st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;110 min post first-cleavage Ce;The time period encompassing the 110th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;352 min post first-cleavage Ce;The time period encompassing the 352nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;111 min post first-cleavage Ce;The time period encompassing the 111st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;353 min post first-cleavage Ce;The time period encompassing the 353rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;112 min post first-cleavage Ce;The time period encompassing the 112nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;354 min post first-cleavage Ce;The time period encompassing the 354th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;113 min post first-cleavage Ce;The time period encompassing the 113rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;355 min post first-cleavage Ce;The time period encompassing the 355th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;114 min post first-cleavage Ce;The time period encompassing the 114th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;356 min post first-cleavage Ce;The time period encompassing the 356th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;115 min post first-cleavage Ce;The time period encompassing the 115th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;357 min post first-cleavage Ce;The time period encompassing the 357th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;116 min post first-cleavage Ce;The time period encompassing the 116th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;358 min post first-cleavage Ce;The time period encompassing the 358th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;117 min post first-cleavage Ce;The time period encompassing the 117th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;118 min post first-cleavage Ce;The time period encompassing the 118th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;83 min post first-cleavage Ce;The time period encompassing the 83rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;84 min post first-cleavage Ce;The time period encompassing the 84th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;85 min post first-cleavage Ce;The time period encompassing the 85th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;86 min post first-cleavage Ce;The time period encompassing the 86th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;87 min post first-cleavage Ce;The time period encompassing the 87th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;88 min post first-cleavage Ce;The time period encompassing the 88th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;49 min post first-cleavage Ce;The time period encompassing the 49th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;39 min post first-cleavage Ce;The time period encompassing the 39th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;281 min post first-cleavage Ce;The time period encompassing the 281st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;40 min post first-cleavage Ce;The time period encompassing the 40th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;282 min post first-cleavage Ce;The time period encompassing the 282nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;41 min post first-cleavage Ce;The time period encompassing the 41st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;283 min post first-cleavage Ce;The time period encompassing the 283rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;42 min post first-cleavage Ce;The time period encompassing the 42nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;284 min post first-cleavage Ce;The time period encompassing the 284th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;43 min post first-cleavage Ce;The time period encompassing the 43rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;285 min post first-cleavage Ce;The time period encompassing the 285th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;44 min post first-cleavage Ce;The time period encompassing the 44th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;286 min post first-cleavage Ce;The time period encompassing the 286th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;45 min post first-cleavage Ce;The time period encompassing the 45th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;287 min post first-cleavage Ce;The time period encompassing the 287th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;46 min post first-cleavage Ce;The time period encompassing the 46th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;288 min post first-cleavage Ce;The time period encompassing the 288th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;47 min post first-cleavage Ce;The time period encompassing the 47th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;48 min post first-cleavage Ce;The time period encompassing the 48th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;59 min post first-cleavage Ce;The time period encompassing the 59th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;60 min post first-cleavage Ce;The time period encompassing the 60th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;50 min post first-cleavage Ce;The time period encompassing the 50th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;51 min post first-cleavage Ce;The time period encompassing the 51st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;52 min post first-cleavage Ce;The time period encompassing the 52nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;53 min post first-cleavage Ce;The time period encompassing the 53rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;54 min post first-cleavage Ce;The time period encompassing the 54th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;55 min post first-cleavage Ce;The time period encompassing the 55th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;56 min post first-cleavage Ce;The time period encompassing the 56th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
occurrent;57 min post first-cleavage Ce;The time period encompassing the 57th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree.
