class;term;comment
material entity;ICEKpn32192-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn32192-2
material entity;ICEKpnKPNIH33-1 IEM;the integration and excision module of ICE ICEKpnKPNIH33-1
material entity;ICEKpnKpvST147B SE1 1 NDM-1 RM;the regulation module of ICE ICEKpnKpvST147B SE1 1 NDM-1
material entity;ICEKpnKPNIH33-1 CM;the conjugation module of ICE ICEKpnKPNIH33-1
material entity;ICEKpnKpvST147B SE1 1 NDM-1 AM;the accessory module of ICE ICEKpnKpvST147B SE1 1 NDM-1
material entity;LpPI-1 CM;the conjugation module of ICE LpPI-1.
material entity;LpPI-1 RM;the regulation module of ICE LpPI-1.
material entity;LpPI-1 IEM;the integration and excision module of ICE LpPI-1.
material entity;LpPI-1 AM;the accessory module of ICE LpPI-1.
material entity;ICEKpnAR 0049-1 RM;the regulation module of ICE ICEKpnAR 0049-1
material entity;ICEKpnAR 0049-1 AM;the accessory module of ICE ICEKpnAR 0049-1
material entity;ICEKpnAR 0049-1 IEM;the integration and excision module of ICE ICEKpnAR 0049-1
material entity;ICEKpnAR 0049-1 CM;the conjugation module of ICE ICEKpnAR 0049-1
material entity;ICEEc2 AM;the accessory module of ICE ICEEc2.
material entity;ICEEc2 RM;the regulation module of ICE ICEEc2.
material entity;ICEEc2 CM;the conjugation module of ICE ICEEc2.
material entity;ICEEc2 IEM;the integration and excision module of ICE ICEEc2.
material entity;mating pair formation;The mating pair formation (Mpf) system functions as a secretion machinery for intercellular DNA transfer during bacterial conjugation.
material entity;R748 RM;the regulation module of ICE R748.
material entity;MPF(F);MPF(F) is one of four MPF familes that have been described in Proteobacteria based on plasmid F.
material entity;R748 AM;the accessory module of ICE R748.
material entity;R748 IEM;the integration and excision module of ICE R748.
material entity;R748 CM;the conjugation module of ICE R748.
material entity;ICEKpnFDAARGOS 446-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnFDAARGOS 446-1
material entity;ICEKpnFDAARGOS 446-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnFDAARGOS 446-1
material entity;ICEKpnNU-CRE047-2 RM;the regulation module of ICE ICEKpnNU-CRE047-2
material entity;ICEKpnNU-CRE047-2 CM;the conjugation module of ICE ICEKpnNU-CRE047-2
material entity;ICEKpnNU-CRE047-2 IEM;the integration and excision module of ICE ICEKpnNU-CRE047-2
material entity;type IV secretion system;T4SS are cell envelope-spanning complexes that form a channel through which DNA and proteins can travel from the cytoplasm of the donor cell to the cytoplasm of the recipient cell. T4SS is one of important secretion systems and usually consists of several components: mating-pair formation proteins (MPFs), which serve to establish physical contacts with a recipient bacterium. and, finally, a coupling protein (T4cp), which binds MOB and ssDNA to MPF .
material entity;type IV secretion system in Gram negative bacteria;T4SS in Gram negative bacteria
material entity;ICEMcSym(1271)-gamma;
material entity;Streptococcus thermophilus CNRZ368;
material entity;MPF(G);MPF(G) is one of four MPF familes that have been described in Proteobacteria based on ICEHIN1056.
object;T4SS ATPase;T4SS ATPase is the enzyme which energizes the T4SS system from the cytoplasm, driving the complex assembly and substrate translocation through the channel.
material entity;MPF(T);MPF(T) is one of four MPF familes that have been described in Proteobacteria based on the T-DNA conjugation system of A. tumefaciens plasmid Ti.
material entity;MPF(I);MPF(I) is one of four MPF familes that have been described in Proteobacteria based on the IncI plasmid R64.
material entity;ICEKpnNU-CRE047-2 AM;the accessory module of ICE ICEKpnNU-CRE047-2
material entity;ICELlapAA211 AM;the accessory module of ICE ICELlapAA211.
material entity;ICESp2905;
material entity;ICELlapAA211 RM;the regulation module of ICE ICELlapAA211.
material entity;ICELlapAA211 CM;the conjugation module of ICE ICELlapAA211.
material entity;ICELlapAA211 IEM;the integration and excision module of ICE ICELlapAA211.
material entity;ICEMcSym(1271)-beta;
object;type IV coupling protein;Type IV coupling protein (T4CP) is a hexameric ATPase that links translocating substrates to the transenvelope secretion conduit.
material entity;ICEKpn30660/NJST258 1-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn30660/NJST258 1-1
material entity;ICEMcSym(1271)-alpha;
material entity;LpcGI-2;
material entity;Trb-1;
material entity;ICEKpn30660/NJST258 1-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn30660/NJST258 1-1
material entity;Tn6194-like;
material entity;ICEPmu1;
material entity;CTnHyb;
material entity;ICEKpnL482-1 IEM;the integration and excision module of ICE ICEKpnL482-1
material entity;ICEKpnL482-1 CM;the conjugation module of ICE ICEKpnL482-1
material entity;ICEF-I RM;the regulation module of ICE ICEF-I.
material entity;ICEF-I AM;the accessory module of ICE ICEF-I.
material entity;ICEF-I IEM;the integration and excision module of ICE ICEF-I.
material entity;ICEF-I CM;the conjugation module of ICE ICEF-I.
material entity;ICEKpnL482-1 RM;the regulation module of ICE ICEKpnL482-1
material entity;ICEKpnL482-1 AM;the accessory module of ICE ICEKpnL482-1
material entity;ICEKpnF127-1 IEM;the integration and excision module of ICE ICEKpnF127-1
material entity;ICEKpnF127-1 CM;the conjugation module of ICE ICEKpnF127-1
material entity;ICEKpnF127-1 RM;the regulation module of ICE ICEKpnF127-1
material entity;ICEKpnF127-1 AM;the accessory module of ICE ICEKpnF127-1
material entity;ICEclc(B13) AM;the accessory module of ICE ICEclc(B13).
material entity;ICEKpnKP30835-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP30835-1
material entity;ICEKpnKP30835-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP30835-1
material entity;ICEVchHKo1 AM;the accessory module of ICE ICEVchHKo1.
material entity;ICEclc(B13) IEM;the integration and excision module of ICE ICEclc(B13).
material entity;ICEVchHKo1 RM;the regulation module of ICE ICEVchHKo1.
material entity;ICEclc(B13) CM;the conjugation module of ICE ICEclc(B13).
material entity;ICEVchHKo1 CM;the conjugation module of ICE ICEVchHKo1.
material entity;ICEclc(B13) RM;the regulation module of ICE ICEclc(B13).
material entity;ICEVchHKo1 IEM;the integration and excision module of ICE ICEVchHKo1.
material entity;ICEKpnU25-1 IEM;the integration and excision module of ICE ICEKpnU25-1
material entity;ICEKpnU25-1 CM;the conjugation module of ICE ICEKpnU25-1
material entity;ICEKpnU25-1 RM;the regulation module of ICE ICEKpnU25-1
material entity;ICEKpnU25-1 AM;the accessory module of ICE ICEKpnU25-1
material entity;ICESau7413093 AM;the accessory module of ICE ICESau7413093.
material entity;ICESau7413093 RM;the regulation module of ICE ICESau7413093.
material entity;ICEKpnBA33875-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBA33875-1
material entity;ICEKpnBA33875-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBA33875-1
material entity;ICESau7413093 CM;the conjugation module of ICE ICESau7413093.
material entity;ICESau7413093 IEM;the integration and excision module of ICE ICESau7413093.
material entity;ICEKpnKP18-3-8-1 CM;the conjugation module of ICE ICEKpnKP18-3-8-1
material entity;ICEKpnKP18-3-8-1 IEM;the integration and excision module of ICE ICEKpnKP18-3-8-1
material entity;ICEKpnKP18-3-8-1 AM;the accessory module of ICE ICEKpnKP18-3-8-1
material entity;ICEKpnKP18-3-8-1 RM;the regulation module of ICE ICEKpnKP18-3-8-1
material entity;ICEKpnKP NORM BLD 2015 112126-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP NORM BLD 2015 112126-1
material entity;ICEKpnKP NORM BLD 2015 112126-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP NORM BLD 2015 112126-1
material entity;ICEKpnB12-AN-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnB12-AN-2
material entity;pMEA100 IEM;the integration and excision module of ICE pMEA100.
material entity;ICEKpnB12-AN-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnB12-AN-2
material entity;pMEA100 AM;the accessory module of ICE pMEA100.
material entity;ICEKpnKP19-2029-1 AM;the accessory module of ICE ICEKpnKP19-2029-1
material entity;ICEKpnKP19-2029-1 RM;the regulation module of ICE ICEKpnKP19-2029-1
material entity;pMEA100 CM;the conjugation module of ICE pMEA100.
material entity;ICEKpnKP19-2029-1 CM;the conjugation module of ICE ICEKpnKP19-2029-1
material entity;pMEA100 RM;the regulation module of ICE pMEA100.
material entity;ICEKpnKP19-2029-1 IEM;the integration and excision module of ICE ICEKpnKP19-2029-1
material entity;ICEKpnLS359-1 IEM;the integration and excision module of ICE ICEKpnLS359-1
material entity;ICEKpn704SK6-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn704SK6-1
material entity;ICEKpnLS359-1 AM;the accessory module of ICE ICEKpnLS359-1
material entity;ICEKpnLS359-1 RM;the regulation module of ICE ICEKpnLS359-1
material entity;ICEKpn704SK6-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn704SK6-1
material entity;ICEKpnLS359-1 CM;the conjugation module of ICE ICEKpnLS359-1
material entity;ICEKpnAR 0049-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0049-1
material entity;ICEKpnXJ-K2-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnXJ-K2-1
material entity;ICEKpnAR 0049-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0049-1
material entity;ICEKpnXJ-K2-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnXJ-K2-1
material entity;ICEKpnINF322-1 AM;the accessory module of ICE ICEKpnINF322-1
material entity;ICEKpnINF322-1 CM;the conjugation module of ICE ICEKpnINF322-1
material entity;ICEKpnINF322-1 RM;the regulation module of ICE ICEKpnINF322-1
material entity;ICEKpnINF322-1 IEM;the integration and excision module of ICE ICEKpnINF322-1
material entity;ICEVchBan6 RM;the regulation module of ICE ICEVchBan6.
material entity;ICEVchBan6 AM;the accessory module of ICE ICEVchBan6.
material entity;ICESluvan RM;the regulation module of ICE ICESluvan.
material entity;ICESluvan AM;the accessory module of ICE ICESluvan.
material entity;ICEKpnAR 0146-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0146-2
material entity;ICEKpnAR 0146-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0146-2
material entity;ICESluvan IEM;the integration and excision module of ICE ICESluvan.
material entity;ICESluvan CM;the conjugation module of ICE ICESluvan.
material entity;ICEVchBan6 IEM;the integration and excision module of ICE ICEVchBan6.
material entity;ICEVchBan6 CM;the conjugation module of ICE ICEVchBan6.
material entity;ICEKpnNZ CP015822-1 CM;the conjugation module of ICE ICEKpnNZ CP015822-1
material entity;ICEKpnNZ CP015822-1 IEM;the integration and excision module of ICE ICEKpnNZ CP015822-1
material entity;ICEKpnNZ CP015822-1 AM;the accessory module of ICE ICEKpnNZ CP015822-1
material entity;ICEKpnNZ CP015822-1 RM;the regulation module of ICE ICEKpnNZ CP015822-1
material entity;Tn5301 RM;the regulation module of ICE Tn5301.
material entity;Tn5301 CM;the conjugation module of ICE Tn5301.
material entity;Tn5301 IEM;the integration and excision module of ICE Tn5301.
material entity;Tn5301 AM;the accessory module of ICE Tn5301.
material entity;ICEKpnNB5306-1 CM;the conjugation module of ICE ICEKpnNB5306-1
material entity;ICEKpnNB5306-1 IEM;the integration and excision module of ICE ICEKpnNB5306-1
material entity;ICEKpnNB5306-1 AM;the accessory module of ICE ICEKpnNB5306-1
material entity;ICEKpnNB5306-1 RM;the regulation module of ICE ICEKpnNB5306-1
material entity;ICEKpn721005-1 IEM;the integration and excision module of ICE ICEKpn721005-1
material entity;ICEKpn721005-1 RM;the regulation module of ICE ICEKpn721005-1
material entity;ICEKpn721005-1 CM;the conjugation module of ICE ICEKpn721005-1
material entity;ICEKpn721005-1 AM;the accessory module of ICE ICEKpn721005-1
material entity;ICEKpnABFPV-1 RM;the regulation module of ICE ICEKpnABFPV-1
material entity;ICEKpnHS11286-2 AM;the accessory module of ICE ICEKpnHS11286-2
material entity;ICEKpnABFPV-1 CM;the conjugation module of ICE ICEKpnABFPV-1
material entity;ICEKpnHS11286-2 RM;the regulation module of ICE ICEKpnHS11286-2
material entity;ICEKpnHS11286-2 CM;the conjugation module of ICE ICEKpnHS11286-2
material entity;ICEKpnABFPV-1 AM;the accessory module of ICE ICEKpnABFPV-1
material entity;ICEKpnHS11286-2 IEM;the integration and excision module of ICE ICEKpnHS11286-2
material entity;ICEKpnBA1559-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBA1559-1
material entity;ICEKpnABFPV-1 IEM;the integration and excision module of ICE ICEKpnABFPV-1
material entity;ICEKpnBA1559-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBA1559-1
material entity;ICEKpnAATZP-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAATZP-1
material entity;ICEKpnAATZP-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAATZP-1
material entity;bph-sal CM;the conjugation module of ICE bph-sal.
material entity;bph-sal IEM;the integration and excision module of ICE bph-sal.
material entity;bph-sal AM;the accessory module of ICE bph-sal.
material entity;bph-sal RM;the regulation module of ICE bph-sal.
material entity;ICEKpnP1428-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnP1428-1
material entity;ICEKpnP1428-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnP1428-1
material entity;ICEKpnAR 0079-2 RM;the regulation module of ICE ICEKpnAR 0079-2
material entity;ICEKpnAR 0079-2 CM;the conjugation module of ICE ICEKpnAR 0079-2
material entity;ICEKpnAR 0079-2 IEM;the integration and excision module of ICE ICEKpnAR 0079-2
material entity;Tn916(RST11) RM;the regulation module of ICE Tn916(RST11).
material entity;Tn916(RST11) AM;the accessory module of ICE Tn916(RST11).
material entity;ICEKpnAR 0079-2 AM;the accessory module of ICE ICEKpnAR 0079-2
material entity;Tn916(RST11) IEM;the integration and excision module of ICE Tn916(RST11).
material entity;Tn916(RST11) CM;the conjugation module of ICE Tn916(RST11).
material entity;ICEKpnAR 0363-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0363-1
material entity;ICEKpnAR 0363-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0363-1
material entity;ICEKpnDMC1097-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnDMC1097-1
material entity;ICEKpnCRKP-I-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCRKP-I-2
material entity;ICEKpnCRKP-I-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnCRKP-I-2
material entity;ICEKpnINF249-1 RM;the regulation module of ICE ICEKpnINF249-1
material entity;ICEKpnINF249-1 AM;the accessory module of ICE ICEKpnINF249-1
material entity;ICEKpnDMC1097-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnDMC1097-1
material entity;ICEKpnINF249-1 IEM;the integration and excision module of ICE ICEKpnINF249-1
material entity;ICEKpnINF249-1 CM;the conjugation module of ICE ICEKpnINF249-1
material entity;ICEKpnCAV1596-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnCAV1596-1
material entity;ICEKpnCAV1596-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCAV1596-1
material entity;ICEPmiUSA1 RM;the regulation module of ICE ICEPmiUSA1.
material entity;ICEPmiUSA1 AM;the accessory module of ICE ICEPmiUSA1.
material entity;ICEPmiUSA1 IEM;the integration and excision module of ICE ICEPmiUSA1.
material entity;ICEPmiUSA1 CM;the conjugation module of ICE ICEPmiUSA1.
material entity;ICEKpnR210-2-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnR210-2-1
material entity;ICEKpnKUH-KPNHVL1-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKUH-KPNHVL1-1
material entity;ICEKpnKUH-KPNHVL1-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKUH-KPNHVL1-1
material entity;ICEKpnMNCRE53-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnMNCRE53-1
material entity;ICEKpnWCHKP8F4-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP8F4-1
material entity;ICEKpnMNCRE53-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnMNCRE53-1
material entity;ICEKpnWCHKP8F4-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP8F4-1
material entity;Tn5383 RM;the regulation module of ICE Tn5383.
material entity;Tn5383 AM;the accessory module of ICE Tn5383.
material entity;Tn5383 IEM;the integration and excision module of ICE Tn5383.
material entity;Tn5383 CM;the conjugation module of ICE Tn5383.
material entity;ICEKpnR210-2-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnR210-2-1
material entity;ICEKpn2-1-1 CM;the conjugation module of ICE ICEKpn2-1-1
material entity;ICEKpn2-1-1 RM;the regulation module of ICE ICEKpn2-1-1
material entity;ICEKpn2-1-1 AM;the accessory module of ICE ICEKpn2-1-1
material entity;ICEKpn2-1-1 IEM;the integration and excision module of ICE ICEKpn2-1-1
material entity;ICEKpnKpvST101 OXA-48-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKpvST101 OXA-48-1
material entity;ICEKpnKpvST101 OXA-48-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKpvST101 OXA-48-1
material entity;ICESau34801 CM;the conjugation module of ICE ICESau34801.
material entity;ICESau34801 IEM;the integration and excision module of ICE ICESau34801.
material entity;ICESau34801 AM;the accessory module of ICE ICESau34801.
material entity;ICESau34801 RM;the regulation module of ICE ICESau34801.
material entity;ICEKpnCR-HvKP5-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCR-HvKP5-1
material entity;ICEKpnCR-HvKP5-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnCR-HvKP5-1
material entity;ICEHin1056 CM;the conjugation module of ICE ICEHin1056.
material entity;ICEHin1056 RM;the regulation module of ICE ICEHin1056.
material entity;ICEHin1056 AM;the accessory module of ICE ICEHin1056.
material entity;ICEKpnWCHKP015625-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP015625-1
material entity;ICEKpnWCHKP015625-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP015625-1
material entity;ICEHin1056 IEM;the integration and excision module of ICE ICEHin1056.
material entity;ICEKpnKPNIH1-1 RM;the regulation module of ICE ICEKpnKPNIH1-1
material entity;ICEKpnKp Goe 33208-1 RM;the regulation module of ICE ICEKpnKp Goe 33208-1
material entity;ICEKpnKPNIH1-1 CM;the conjugation module of ICE ICEKpnKPNIH1-1
material entity;ICEKpnKp Goe 33208-1 AM;the accessory module of ICE ICEKpnKp Goe 33208-1
material entity;ICEKpnKPNIH1-1 IEM;the integration and excision module of ICE ICEKpnKPNIH1-1
material entity;ICEKpnKp Goe 33208-1 IEM;the integration and excision module of ICE ICEKpnKp Goe 33208-1
material entity;ICEKpnKp Goe 33208-1 CM;the conjugation module of ICE ICEKpnKp Goe 33208-1
material entity;ICEKpnKPNIH1-1 AM;the accessory module of ICE ICEKpnKPNIH1-1
material entity;ICESa2603 IEM;the integration and excision module of ICE ICESa2603.
material entity;ICESa2603 RM;the regulation module of ICE ICESa2603.
material entity;ICESa2603 CM;the conjugation module of ICE ICESa2603.
material entity;ICEKpnTK421-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnTK421-1
material entity;ICEKpnTK421-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnTK421-1
material entity;ICESa2603 AM;the accessory module of ICE ICESa2603.
material entity;ICEVspPor3 RM;the regulation module of ICE ICEVspPor3.
material entity;ICEKpnNH54-1 RM;the regulation module of ICE ICEKpnNH54-1
material entity;ICEVspPor3 AM;the accessory module of ICE ICEVspPor3.
material entity;ICEKpnNH54-1 AM;the accessory module of ICE ICEKpnNH54-1
material entity;ICEKpnNH54-1 IEM;the integration and excision module of ICE ICEKpnNH54-1
material entity;ICEKpnNH54-1 CM;the conjugation module of ICE ICEKpnNH54-1
material entity;ICEVspPor3 IEM;the integration and excision module of ICE ICEVspPor3.
material entity;ICEVspPor3 CM;the conjugation module of ICE ICEVspPor3.
material entity;CTn341 AM;the accessory module of ICE CTn341.
material entity;ICEKpn704SK6-1 AM;the accessory module of ICE ICEKpn704SK6-1
material entity;CTn341 IEM;the integration and excision module of ICE CTn341.
material entity;ICEKpn704SK6-1 RM;the regulation module of ICE ICEKpn704SK6-1
material entity;CTn341 CM;the conjugation module of ICE CTn341.
material entity;CTn341 RM;the regulation module of ICE CTn341.
material entity;ICEKpnINF163-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF163-1
material entity;ICEKpnINF163-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF163-1
material entity;Tn5386;
material entity;phn Island;
material entity;ICESe2;
material entity;Tn1549;
material entity;ICEEc2;
material entity;ICEKpn704SK6-1 CM;the conjugation module of ICE ICEKpn704SK6-1
material entity;ICEEcIHE3034-1;
material entity;ICEKpn704SK6-1 IEM;the integration and excision module of ICE ICEKpn704SK6-1
material entity;CTnscr94;
material entity;Tn6000 (EfcTn1);
material entity;PPHGI-1;
material entity;CTnBST;
material entity;ICESp1108 AM;the accessory module of ICE ICESp1108.
material entity;ICEVchMoz7 IEM;the integration and excision module of ICE ICEVchMoz7.
material entity;ICESp1108 CM;the conjugation module of ICE ICESp1108.
material entity;ICESp1108 RM;the regulation module of ICE ICESp1108.
material entity;ICESp1108 IEM;the integration and excision module of ICE ICESp1108.
material entity;ICEVchMoz7 AM;the accessory module of ICE ICEVchMoz7.
material entity;ICEVchMoz7 RM;the regulation module of ICE ICEVchMoz7.
material entity;ICEVchMoz7 CM;the conjugation module of ICE ICEVchMoz7.
material entity;ICEHpyP12-1;
material entity;Tcr Emr 7853 RM;the regulation module of ICE Tcr Emr 7853.
material entity;Tcr Emr 7853 AM;the accessory module of ICE Tcr Emr 7853.
material entity;ICEPm1;
material entity;Tcr Emr 7853 IEM;the integration and excision module of ICE Tcr Emr 7853.
material entity;Tn6098;
material entity;Tcr Emr 7853 CM;the conjugation module of ICE Tcr Emr 7853.
material entity;HHGI1;
material entity;CTn9343;
material entity;Bacteroides uniformis WH207;
material entity;TnGBS2 (genomic island X);
material entity;ICEF-I;
material entity;ICEKpn4928STDY7387808-1 CM;the conjugation module of ICE ICEKpn4928STDY7387808-1
material entity;Tn5801;
material entity;ICEKpn4928STDY7387808-1 IEM;the integration and excision module of ICE ICEKpn4928STDY7387808-1
material entity;ICEKpn4928STDY7387808-1 AM;the accessory module of ICE ICEKpn4928STDY7387808-1
material entity;ICEA(5632)-III;
material entity;ICEKpn4928STDY7387808-1 RM;the regulation module of ICE ICEKpn4928STDY7387808-1
material entity;ICEKpnKPN KPC HUG 07-1 CM;the conjugation module of ICE ICEKpnKPN KPC HUG 07-1
material entity;ICEKpnKPN KPC HUG 07-1 IEM;the integration and excision module of ICE ICEKpnKPN KPC HUG 07-1
material entity;ICEKpnKPN KPC HUG 07-1 AM;the accessory module of ICE ICEKpnKPN KPC HUG 07-1
material entity;ICEKpnKPN KPC HUG 07-1 RM;the regulation module of ICE ICEKpnKPN KPC HUG 07-1
material entity;PbN1 GI15 IEM;the integration and excision module of ICE PbN1 GI15.
material entity;PbN1 GI15 CM;the conjugation module of ICE PbN1 GI15.
material entity;ICEA(5632)-I;
material entity;ICEA(5632)-II;
material entity;Tn1207.3;
material entity;PbN1 GI15 RM;the regulation module of ICE PbN1 GI15.
material entity;ICESp1108;
material entity;PbN1 GI15 AM;the accessory module of ICE PbN1 GI15.
material entity;ICESpy009;
material entity;YAPI;
object;protein of Klebsiella;
object;protein of Klebsiella pneumoniae NTUH-K2044;
material entity;ICEPmiCHN3335;
material entity;ICEKpnKP6-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP6-1
material entity;actinomycete integrative and conjugative element;a special class of ICEs, which have the ability to replicate autonomously like a plasmid, transfer as double stranded circular DNA molecules and do not require a genuine T4SS and are only found in Actinobacteria.
material entity;ICEKpnKP6-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP6-1
material entity;ICEKpn4743-1 IEM;the integration and excision module of ICE ICEKpn4743-1
material entity;ICEKpn4743-1 CM;the conjugation module of ICE ICEKpn4743-1
material entity;ICEKpn4743-1 RM;the regulation module of ICE ICEKpn4743-1
material entity;ICEPmiCHN1809;
material entity;ICEPmiChn4;
material entity;ICEKpn4743-1 AM;the accessory module of ICE ICEKpn4743-1
material entity;ICEPmiChn2;
material entity;ICEPmiCHN1586;
material entity;ICEPmiCHN2407;
material entity;ICEKp1;
material entity;ICEKpnAR 0146-1 CM;the conjugation module of ICE ICEKpnAR 0146-1
material entity;ICEApl2;
material entity;ICEKpnAR 0146-1 IEM;the integration and excision module of ICE ICEKpnAR 0146-1
material entity;ICEKpnAR 0146-1 AM;the accessory module of ICE ICEKpnAR 0146-1
material entity;ICEEc1;
material entity;ICEKpnAR 0146-1 RM;the regulation module of ICE ICEKpnAR 0146-1
material entity;ICEKpnL201-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnL201-1
material entity;T4SS-type integrative and conjugative element in Gram-negative bacteria;a T4SS-type ICE of Gram-negative bacteria
material entity;ICEKpnL201-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnL201-1
material entity;ICEApl2 AM;the accessory module of ICE ICEApl2.
material entity;ICEApl2 CM;the conjugation module of ICE ICEApl2.
material entity;ICEApl2 RM;the regulation module of ICE ICEApl2.
material entity;ICEApl2 IEM;the integration and excision module of ICE ICEApl2.
material entity;T4SS-type integrative and conjugative element;a typical class of ICEs which transfer as single stranded DNA molecules and require T4SS and can both found in Gram-positive bacteria and Gram-negative bacteria
